Strategy,Total Output,End WIP,Avg Cycle Time,Strategy Label
B,56,52,13.95,Reduced Variability (2-5)
B,59,47,13.74,Reduced Variability (2-5)
B,59,42,14.0,Reduced Variability (2-5)
B,61,49,13.2,Reduced Variability (2-5)
B,61,43,12.12,Reduced Variability (2-5)
B,60,44,13.08,Reduced Variability (2-5)
B,55,49,13.84,Reduced Variability (2-5)
B,55,48,13.79,Reduced Variability (2-5)
B,61,53,14.36,Reduced Variability (2-5)
B,63,46,12.78,Reduced Variability (2-5)
B,58,54,13.64,Reduced Variability (2-5)
B,59,57,14.3,Reduced Variability (2-5)
B,59,52,13.61,Reduced Variability (2-5)
B,61,50,13.48,Reduced Variability (2-5)
B,58,52,13.86,Reduced Variability (2-5)
B,61,37,12.24,Reduced Variability (2-5)
B,60,33,12.5,Reduced Variability (2-5)
B,60,47,13.33,Reduced Variability (2-5)
B,63,46,13.3,Reduced Variability (2-5)
B,59,43,13.0,Reduced Variability (2-5)
B,57,41,13.29,Reduced Variability (2-5)
B,64,40,12.43,Reduced Variability (2-5)
B,58,53,14.64,Reduced Variability (2-5)
B,60,51,13.58,Reduced Variability (2-5)
B,61,47,12.52,Reduced Variability (2-5)
B,56,52,15.25,Reduced Variability (2-5)
B,53,57,15.18,Reduced Variability (2-5)
B,58,47,12.55,Reduced Variability (2-5)
B,59,48,13.78,Reduced Variability (2-5)
B,56,46,14.3,Reduced Variability (2-5)
B,64,42,12.79,Reduced Variability (2-5)
B,57,45,14.0,Reduced Variability (2-5)
B,62,52,13.19,Reduced Variability (2-5)
B,59,50,14.7,Reduced Variability (2-5)
B,61,46,12.72,Reduced Variability (2-5)
B,62,49,14.0,Reduced Variability (2-5)
B,60,48,13.54,Reduced Variability (2-5)
B,62,42,13.5,Reduced Variability (2-5)
B,59,44,13.13,Reduced Variability (2-5)
B,61,45,13.2,Reduced Variability (2-5)
B,64,44,14.0,Reduced Variability (2-5)
B,60,52,11.58,Reduced Variability (2-5)
B,57,52,14.52,Reduced Variability (2-5)
B,60,41,14.17,Reduced Variability (2-5)
B,57,46,13.76,Reduced Variability (2-5)
B,60,50,13.71,Reduced Variability (2-5)
B,58,51,14.5,Reduced Variability (2-5)
B,57,50,15.19,Reduced Variability (2-5)
B,61,31,12.44,Reduced Variability (2-5)
B,58,44,14.5,Reduced Variability (2-5)
B,60,50,13.88,Reduced Variability (2-5)
B,60,45,13.96,Reduced Variability (2-5)
B,61,42,12.72,Reduced Variability (2-5)
B,58,44,14.14,Reduced Variability (2-5)
B,55,48,14.53,Reduced Variability (2-5)
B,65,41,12.38,Reduced Variability (2-5)
B,59,35,13.48,Reduced Variability (2-5)
B,59,54,13.57,Reduced Variability (2-5)
B,60,46,13.75,Reduced Variability (2-5)
B,57,55,14.81,Reduced Variability (2-5)
B,59,51,13.91,Reduced Variability (2-5)
B,59,48,13.83,Reduced Variability (2-5)
B,60,46,13.62,Reduced Variability (2-5)
B,56,52,14.5,Reduced Variability (2-5)
B,59,48,12.74,Reduced Variability (2-5)
B,59,37,14.13,Reduced Variability (2-5)
B,57,46,13.62,Reduced Variability (2-5)
B,61,45,11.88,Reduced Variability (2-5)
B,62,46,12.54,Reduced Variability (2-5)
B,62,45,13.42,Reduced Variability (2-5)
B,60,34,12.38,Reduced Variability (2-5)
B,59,47,14.3,Reduced Variability (2-5)
B,57,54,14.19,Reduced Variability (2-5)
B,62,42,13.27,Reduced Variability (2-5)
B,62,44,13.0,Reduced Variability (2-5)
B,60,46,13.21,Reduced Variability (2-5)
B,59,46,13.39,Reduced Variability (2-5)
B,56,49,14.7,Reduced Variability (2-5)
B,57,46,13.14,Reduced Variability (2-5)
B,59,51,13.13,Reduced Variability (2-5)
B,57,50,13.1,Reduced Variability (2-5)
B,59,53,14.74,Reduced Variability (2-5)
B,59,46,13.04,Reduced Variability (2-5)
B,57,53,14.62,Reduced Variability (2-5)
B,60,43,14.25,Reduced Variability (2-5)
B,61,46,13.52,Reduced Variability (2-5)
B,59,44,12.7,Reduced Variability (2-5)
B,58,44,13.55,Reduced Variability (2-5)
B,60,46,13.46,Reduced Variability (2-5)
B,58,46,14.05,Reduced Variability (2-5)
B,62,39,12.31,Reduced Variability (2-5)
B,58,37,13.0,Reduced Variability (2-5)
B,59,44,13.61,Reduced Variability (2-5)
B,61,47,13.92,Reduced Variability (2-5)
B,60,50,13.67,Reduced Variability (2-5)
B,62,50,13.58,Reduced Variability (2-5)
B,59,43,13.65,Reduced Variability (2-5)
B,58,57,14.59,Reduced Variability (2-5)
B,64,42,12.79,Reduced Variability (2-5)
B,60,43,14.5,Reduced Variability (2-5)
B,62,46,14.0,Reduced Variability (2-5)
B,59,41,11.83,Reduced Variability (2-5)
B,62,48,14.35,Reduced Variability (2-5)
B,61,46,12.52,Reduced Variability (2-5)
B,58,51,12.64,Reduced Variability (2-5)
B,62,45,13.46,Reduced Variability (2-5)
B,59,51,13.43,Reduced Variability (2-5)
B,57,54,14.81,Reduced Variability (2-5)
B,59,42,14.04,Reduced Variability (2-5)
B,62,35,12.96,Reduced Variability (2-5)
B,61,38,11.36,Reduced Variability (2-5)
B,60,50,14.08,Reduced Variability (2-5)
B,59,41,12.3,Reduced Variability (2-5)
B,59,47,13.74,Reduced Variability (2-5)
B,60,45,13.71,Reduced Variability (2-5)
B,57,38,12.71,Reduced Variability (2-5)
B,55,48,13.95,Reduced Variability (2-5)
B,58,53,14.27,Reduced Variability (2-5)
B,54,51,13.89,Reduced Variability (2-5)
B,59,51,14.35,Reduced Variability (2-5)
B,59,45,12.87,Reduced Variability (2-5)
B,61,50,12.88,Reduced Variability (2-5)
B,65,43,13.66,Reduced Variability (2-5)
B,61,40,13.72,Reduced Variability (2-5)
B,61,48,13.84,Reduced Variability (2-5)
B,58,50,14.5,Reduced Variability (2-5)
B,60,43,13.25,Reduced Variability (2-5)
B,54,52,14.72,Reduced Variability (2-5)
B,65,37,12.45,Reduced Variability (2-5)
B,61,48,13.8,Reduced Variability (2-5)
B,57,54,14.19,Reduced Variability (2-5)
B,57,56,14.43,Reduced Variability (2-5)
B,55,48,13.79,Reduced Variability (2-5)
B,64,41,13.14,Reduced Variability (2-5)
B,62,50,14.08,Reduced Variability (2-5)
B,62,47,13.46,Reduced Variability (2-5)
B,60,41,14.04,Reduced Variability (2-5)
B,59,43,13.39,Reduced Variability (2-5)
B,61,47,13.0,Reduced Variability (2-5)
B,62,44,11.77,Reduced Variability (2-5)
B,60,38,13.96,Reduced Variability (2-5)
B,61,46,14.12,Reduced Variability (2-5)
B,59,41,13.13,Reduced Variability (2-5)
B,61,43,12.64,Reduced Variability (2-5)
B,58,42,12.45,Reduced Variability (2-5)
B,59,44,12.78,Reduced Variability (2-5)
B,58,42,14.41,Reduced Variability (2-5)
B,58,46,13.41,Reduced Variability (2-5)
B,62,45,12.58,Reduced Variability (2-5)
B,53,56,14.88,Reduced Variability (2-5)
B,61,47,13.28,Reduced Variability (2-5)
B,55,53,13.74,Reduced Variability (2-5)
B,58,45,13.55,Reduced Variability (2-5)
B,59,46,13.7,Reduced Variability (2-5)
B,62,40,13.15,Reduced Variability (2-5)
B,60,48,14.0,Reduced Variability (2-5)
B,56,55,14.4,Reduced Variability (2-5)
B,58,49,13.77,Reduced Variability (2-5)
B,62,50,14.54,Reduced Variability (2-5)
B,57,52,14.57,Reduced Variability (2-5)
B,60,41,13.12,Reduced Variability (2-5)
B,57,46,13.43,Reduced Variability (2-5)
B,61,44,11.88,Reduced Variability (2-5)
B,63,51,13.63,Reduced Variability (2-5)
B,62,43,13.15,Reduced Variability (2-5)
B,59,53,13.83,Reduced Variability (2-5)
B,60,60,14.21,Reduced Variability (2-5)
B,60,53,14.54,Reduced Variability (2-5)
B,58,53,13.73,Reduced Variability (2-5)
B,58,48,13.64,Reduced Variability (2-5)
B,59,46,12.39,Reduced Variability (2-5)
B,59,51,13.26,Reduced Variability (2-5)
B,55,52,14.58,Reduced Variability (2-5)
B,60,38,13.25,Reduced Variability (2-5)
B,60,53,14.21,Reduced Variability (2-5)
B,57,54,13.38,Reduced Variability (2-5)
B,58,50,13.73,Reduced Variability (2-5)
B,61,38,11.76,Reduced Variability (2-5)
B,61,39,13.08,Reduced Variability (2-5)
B,61,45,13.92,Reduced Variability (2-5)
B,60,46,12.96,Reduced Variability (2-5)
B,60,43,14.71,Reduced Variability (2-5)
B,59,43,13.83,Reduced Variability (2-5)
B,56,41,13.4,Reduced Variability (2-5)
B,56,53,14.1,Reduced Variability (2-5)
B,60,46,12.96,Reduced Variability (2-5)
B,58,52,14.73,Reduced Variability (2-5)
B,60,45,13.29,Reduced Variability (2-5)
B,61,41,13.4,Reduced Variability (2-5)
B,56,60,14.45,Reduced Variability (2-5)
B,63,39,12.81,Reduced Variability (2-5)
B,55,44,14.42,Reduced Variability (2-5)
B,55,52,14.68,Reduced Variability (2-5)
B,60,49,13.04,Reduced Variability (2-5)
B,57,48,14.05,Reduced Variability (2-5)
B,59,53,13.83,Reduced Variability (2-5)
B,63,44,11.96,Reduced Variability (2-5)
B,60,54,13.33,Reduced Variability (2-5)
B,62,49,12.42,Reduced Variability (2-5)
B,59,37,12.48,Reduced Variability (2-5)
B,59,45,13.09,Reduced Variability (2-5)
B,60,49,13.71,Reduced Variability (2-5)
B,62,46,13.65,Reduced Variability (2-5)
B,63,44,12.89,Reduced Variability (2-5)
B,60,47,13.04,Reduced Variability (2-5)
B,58,45,14.18,Reduced Variability (2-5)
B,57,61,14.57,Reduced Variability (2-5)
B,64,39,13.11,Reduced Variability (2-5)
B,60,49,14.38,Reduced Variability (2-5)
B,57,42,14.05,Reduced Variability (2-5)
B,57,61,14.95,Reduced Variability (2-5)
B,61,47,12.92,Reduced Variability (2-5)
B,61,48,12.92,Reduced Variability (2-5)
B,59,36,13.43,Reduced Variability (2-5)
B,59,48,13.96,Reduced Variability (2-5)
B,65,37,12.45,Reduced Variability (2-5)
B,57,52,14.05,Reduced Variability (2-5)
B,60,43,12.5,Reduced Variability (2-5)
B,64,48,12.96,Reduced Variability (2-5)
B,54,56,14.78,Reduced Variability (2-5)
B,60,42,14.5,Reduced Variability (2-5)
B,58,58,14.59,Reduced Variability (2-5)
B,55,56,15.11,Reduced Variability (2-5)
B,60,40,11.92,Reduced Variability (2-5)
B,63,44,13.59,Reduced Variability (2-5)
B,58,41,14.5,Reduced Variability (2-5)
B,61,38,12.36,Reduced Variability (2-5)
B,61,46,12.96,Reduced Variability (2-5)
B,62,45,13.04,Reduced Variability (2-5)
B,58,44,13.0,Reduced Variability (2-5)
B,58,45,13.91,Reduced Variability (2-5)
B,60,50,13.04,Reduced Variability (2-5)
B,60,54,14.54,Reduced Variability (2-5)
B,57,47,14.14,Reduced Variability (2-5)
B,62,47,13.19,Reduced Variability (2-5)
B,59,47,13.61,Reduced Variability (2-5)
B,64,42,12.29,Reduced Variability (2-5)
B,58,41,13.14,Reduced Variability (2-5)
B,63,43,12.19,Reduced Variability (2-5)
B,57,42,14.33,Reduced Variability (2-5)
B,60,52,13.21,Reduced Variability (2-5)
B,60,49,13.67,Reduced Variability (2-5)
B,58,45,14.36,Reduced Variability (2-5)
B,56,47,13.35,Reduced Variability (2-5)
B,60,52,12.88,Reduced Variability (2-5)
B,59,49,13.83,Reduced Variability (2-5)
B,64,39,12.96,Reduced Variability (2-5)
B,61,47,12.88,Reduced Variability (2-5)
B,61,40,13.36,Reduced Variability (2-5)
B,58,39,13.05,Reduced Variability (2-5)
B,57,51,13.05,Reduced Variability (2-5)
B,65,48,12.38,Reduced Variability (2-5)
B,63,43,12.93,Reduced Variability (2-5)
B,54,53,15.61,Reduced Variability (2-5)
B,60,47,13.62,Reduced Variability (2-5)
B,61,44,12.32,Reduced Variability (2-5)
B,62,34,12.65,Reduced Variability (2-5)
B,60,40,12.21,Reduced Variability (2-5)
B,63,46,13.11,Reduced Variability (2-5)
B,57,44,13.38,Reduced Variability (2-5)
B,60,44,13.04,Reduced Variability (2-5)
B,60,46,13.42,Reduced Variability (2-5)
B,60,44,13.08,Reduced Variability (2-5)
B,53,56,14.82,Reduced Variability (2-5)
B,59,47,14.09,Reduced Variability (2-5)
B,58,48,14.91,Reduced Variability (2-5)
B,62,45,13.85,Reduced Variability (2-5)
B,57,46,14.33,Reduced Variability (2-5)
B,60,47,13.67,Reduced Variability (2-5)
B,62,46,12.54,Reduced Variability (2-5)
B,64,41,13.11,Reduced Variability (2-5)
B,56,43,13.5,Reduced Variability (2-5)
B,63,44,12.67,Reduced Variability (2-5)
B,60,49,14.12,Reduced Variability (2-5)
B,60,48,13.0,Reduced Variability (2-5)
B,62,46,13.23,Reduced Variability (2-5)
B,60,44,12.75,Reduced Variability (2-5)
B,57,48,14.38,Reduced Variability (2-5)
B,58,60,14.36,Reduced Variability (2-5)
B,61,45,12.4,Reduced Variability (2-5)
B,61,44,13.64,Reduced Variability (2-5)
B,60,55,13.42,Reduced Variability (2-5)
B,59,49,13.7,Reduced Variability (2-5)
B,61,42,13.56,Reduced Variability (2-5)
B,60,54,13.54,Reduced Variability (2-5)
B,61,37,11.48,Reduced Variability (2-5)
B,62,38,13.08,Reduced Variability (2-5)
B,59,51,14.65,Reduced Variability (2-5)
B,58,47,13.41,Reduced Variability (2-5)
B,60,50,14.92,Reduced Variability (2-5)
B,60,47,12.33,Reduced Variability (2-5)
B,59,46,14.22,Reduced Variability (2-5)
B,56,55,13.85,Reduced Variability (2-5)
B,60,40,13.62,Reduced Variability (2-5)
B,58,40,13.73,Reduced Variability (2-5)
B,59,54,14.17,Reduced Variability (2-5)
B,58,45,12.05,Reduced Variability (2-5)
B,55,46,14.74,Reduced Variability (2-5)
B,61,41,11.96,Reduced Variability (2-5)
B,60,44,13.04,Reduced Variability (2-5)
B,62,42,12.81,Reduced Variability (2-5)
B,58,46,13.64,Reduced Variability (2-5)
B,61,39,13.28,Reduced Variability (2-5)
B,56,49,15.15,Reduced Variability (2-5)
B,59,48,14.04,Reduced Variability (2-5)
B,61,48,13.12,Reduced Variability (2-5)
B,60,49,13.79,Reduced Variability (2-5)
B,62,48,13.12,Reduced Variability (2-5)
B,59,46,14.39,Reduced Variability (2-5)
B,58,55,14.45,Reduced Variability (2-5)
B,62,38,12.68,Reduced Variability (2-5)
B,59,48,13.43,Reduced Variability (2-5)
B,60,40,14.46,Reduced Variability (2-5)
B,59,42,14.3,Reduced Variability (2-5)
B,58,61,14.5,Reduced Variability (2-5)
B,61,42,12.68,Reduced Variability (2-5)
B,57,50,14.05,Reduced Variability (2-5)
B,60,56,13.54,Reduced Variability (2-5)
B,61,48,12.8,Reduced Variability (2-5)
B,58,51,14.05,Reduced Variability (2-5)
B,57,47,14.24,Reduced Variability (2-5)
B,60,50,13.33,Reduced Variability (2-5)
B,60,45,13.96,Reduced Variability (2-5)
B,62,31,12.08,Reduced Variability (2-5)
B,61,45,12.04,Reduced Variability (2-5)
B,61,33,11.84,Reduced Variability (2-5)
B,60,48,12.42,Reduced Variability (2-5)
B,58,44,13.14,Reduced Variability (2-5)
B,60,56,13.83,Reduced Variability (2-5)
B,61,45,11.96,Reduced Variability (2-5)
B,62,32,12.31,Reduced Variability (2-5)
B,56,53,14.6,Reduced Variability (2-5)
B,62,43,13.62,Reduced Variability (2-5)
B,61,54,12.96,Reduced Variability (2-5)
B,56,52,13.2,Reduced Variability (2-5)
B,60,53,13.92,Reduced Variability (2-5)
B,55,45,14.0,Reduced Variability (2-5)
B,59,52,13.3,Reduced Variability (2-5)
B,58,54,13.55,Reduced Variability (2-5)
B,59,48,13.74,Reduced Variability (2-5)
B,62,45,12.04,Reduced Variability (2-5)
B,60,52,13.58,Reduced Variability (2-5)
B,58,58,14.23,Reduced Variability (2-5)
B,60,47,13.25,Reduced Variability (2-5)
B,60,35,12.92,Reduced Variability (2-5)
B,60,47,12.75,Reduced Variability (2-5)
B,62,41,12.58,Reduced Variability (2-5)
B,58,51,12.86,Reduced Variability (2-5)
B,60,52,13.33,Reduced Variability (2-5)
B,56,50,14.65,Reduced Variability (2-5)
B,58,44,13.55,Reduced Variability (2-5)
B,59,50,13.83,Reduced Variability (2-5)
B,60,51,13.38,Reduced Variability (2-5)
B,62,40,12.81,Reduced Variability (2-5)
B,58,49,14.09,Reduced Variability (2-5)
B,58,47,13.27,Reduced Variability (2-5)
B,60,51,13.79,Reduced Variability (2-5)
B,59,53,14.13,Reduced Variability (2-5)
B,62,39,12.31,Reduced Variability (2-5)
B,57,45,13.71,Reduced Variability (2-5)
B,60,46,13.33,Reduced Variability (2-5)
B,60,46,13.67,Reduced Variability (2-5)
B,61,41,13.44,Reduced Variability (2-5)
B,60,39,14.29,Reduced Variability (2-5)
B,58,45,13.86,Reduced Variability (2-5)
B,61,42,14.32,Reduced Variability (2-5)
B,62,48,12.69,Reduced Variability (2-5)
B,57,42,13.24,Reduced Variability (2-5)
B,57,42,14.62,Reduced Variability (2-5)
B,62,42,12.92,Reduced Variability (2-5)
B,61,38,14.52,Reduced Variability (2-5)
B,61,43,13.16,Reduced Variability (2-5)
B,62,44,11.38,Reduced Variability (2-5)
B,59,54,14.87,Reduced Variability (2-5)
B,61,39,13.88,Reduced Variability (2-5)
B,60,51,13.62,Reduced Variability (2-5)
B,58,55,13.82,Reduced Variability (2-5)
B,54,55,13.72,Reduced Variability (2-5)
B,57,41,14.57,Reduced Variability (2-5)
B,61,32,12.6,Reduced Variability (2-5)
B,61,45,12.44,Reduced Variability (2-5)
B,61,40,12.72,Reduced Variability (2-5)
B,56,53,14.95,Reduced Variability (2-5)
B,62,52,13.5,Reduced Variability (2-5)
B,60,48,12.38,Reduced Variability (2-5)
B,57,44,14.38,Reduced Variability (2-5)
B,58,42,13.5,Reduced Variability (2-5)
B,58,45,13.5,Reduced Variability (2-5)
B,61,52,13.56,Reduced Variability (2-5)
B,59,53,14.39,Reduced Variability (2-5)
B,60,39,14.08,Reduced Variability (2-5)
B,61,46,13.64,Reduced Variability (2-5)
B,57,48,13.38,Reduced Variability (2-5)
B,62,50,12.92,Reduced Variability (2-5)
B,57,48,14.0,Reduced Variability (2-5)
B,58,38,13.27,Reduced Variability (2-5)
B,58,50,13.32,Reduced Variability (2-5)
B,57,56,13.62,Reduced Variability (2-5)
B,60,45,12.96,Reduced Variability (2-5)
B,58,42,13.36,Reduced Variability (2-5)
B,60,51,13.08,Reduced Variability (2-5)
B,59,53,13.96,Reduced Variability (2-5)
B,62,46,13.81,Reduced Variability (2-5)
B,55,56,14.47,Reduced Variability (2-5)
B,60,43,12.92,Reduced Variability (2-5)
B,62,44,13.12,Reduced Variability (2-5)
B,58,39,12.36,Reduced Variability (2-5)
B,56,41,12.5,Reduced Variability (2-5)
B,63,49,13.89,Reduced Variability (2-5)
B,62,37,13.42,Reduced Variability (2-5)
B,59,44,13.52,Reduced Variability (2-5)
B,58,55,13.27,Reduced Variability (2-5)
B,54,50,13.56,Reduced Variability (2-5)
B,62,46,13.69,Reduced Variability (2-5)
B,65,39,11.69,Reduced Variability (2-5)
B,57,42,13.71,Reduced Variability (2-5)
B,53,55,15.29,Reduced Variability (2-5)
B,65,39,12.34,Reduced Variability (2-5)
B,64,48,12.43,Reduced Variability (2-5)
B,56,60,15.55,Reduced Variability (2-5)
B,63,40,13.26,Reduced Variability (2-5)
B,61,39,13.12,Reduced Variability (2-5)
B,64,41,13.0,Reduced Variability (2-5)
B,65,39,13.24,Reduced Variability (2-5)
B,59,40,14.17,Reduced Variability (2-5)
B,56,47,14.1,Reduced Variability (2-5)
B,60,50,12.58,Reduced Variability (2-5)
B,59,47,13.57,Reduced Variability (2-5)
B,57,54,14.43,Reduced Variability (2-5)
B,57,47,14.33,Reduced Variability (2-5)
B,61,41,11.64,Reduced Variability (2-5)
B,55,50,15.21,Reduced Variability (2-5)
B,62,46,13.54,Reduced Variability (2-5)
B,61,44,14.08,Reduced Variability (2-5)
B,58,51,13.86,Reduced Variability (2-5)
B,59,51,13.7,Reduced Variability (2-5)
B,62,48,13.77,Reduced Variability (2-5)
B,60,50,13.46,Reduced Variability (2-5)
B,61,50,13.32,Reduced Variability (2-5)
B,56,47,14.65,Reduced Variability (2-5)
B,60,39,14.25,Reduced Variability (2-5)
B,65,44,12.76,Reduced Variability (2-5)
B,58,51,13.18,Reduced Variability (2-5)
B,58,40,13.27,Reduced Variability (2-5)
B,56,60,14.3,Reduced Variability (2-5)
B,60,42,12.21,Reduced Variability (2-5)
B,63,45,12.74,Reduced Variability (2-5)
B,60,52,14.42,Reduced Variability (2-5)
B,60,42,12.46,Reduced Variability (2-5)
B,62,45,13.38,Reduced Variability (2-5)
B,61,37,13.12,Reduced Variability (2-5)
B,56,50,14.45,Reduced Variability (2-5)
B,61,56,14.4,Reduced Variability (2-5)
B,60,52,13.12,Reduced Variability (2-5)
B,63,41,12.89,Reduced Variability (2-5)
B,59,41,13.65,Reduced Variability (2-5)
B,60,40,13.21,Reduced Variability (2-5)
B,61,39,11.96,Reduced Variability (2-5)
B,61,37,14.24,Reduced Variability (2-5)
B,59,41,13.09,Reduced Variability (2-5)
B,61,50,13.08,Reduced Variability (2-5)
B,59,55,13.39,Reduced Variability (2-5)
B,65,49,13.9,Reduced Variability (2-5)
B,65,38,12.14,Reduced Variability (2-5)
B,59,54,14.52,Reduced Variability (2-5)
B,62,45,13.42,Reduced Variability (2-5)
B,59,49,14.04,Reduced Variability (2-5)
B,58,45,13.5,Reduced Variability (2-5)
B,59,50,13.87,Reduced Variability (2-5)
B,50,62,15.57,Reduced Variability (2-5)
B,60,44,12.46,Reduced Variability (2-5)
B,58,53,13.95,Reduced Variability (2-5)
B,62,39,12.62,Reduced Variability (2-5)
B,62,46,12.69,Reduced Variability (2-5)
B,58,54,14.77,Reduced Variability (2-5)
B,62,38,12.73,Reduced Variability (2-5)
B,59,45,12.26,Reduced Variability (2-5)
B,59,47,13.13,Reduced Variability (2-5)
B,57,50,14.86,Reduced Variability (2-5)
B,60,40,12.62,Reduced Variability (2-5)
B,59,48,12.57,Reduced Variability (2-5)
B,60,40,12.42,Reduced Variability (2-5)
B,65,33,12.1,Reduced Variability (2-5)
B,59,48,14.13,Reduced Variability (2-5)
B,59,41,12.7,Reduced Variability (2-5)
B,56,56,14.25,Reduced Variability (2-5)
B,57,51,13.9,Reduced Variability (2-5)
B,61,50,13.0,Reduced Variability (2-5)
B,62,40,12.81,Reduced Variability (2-5)
B,61,41,13.56,Reduced Variability (2-5)
B,61,51,13.52,Reduced Variability (2-5)
B,63,44,13.41,Reduced Variability (2-5)
B,57,42,13.67,Reduced Variability (2-5)
B,61,42,12.96,Reduced Variability (2-5)
B,60,37,13.04,Reduced Variability (2-5)
B,61,38,14.04,Reduced Variability (2-5)
B,57,41,12.95,Reduced Variability (2-5)
B,55,58,15.21,Reduced Variability (2-5)
B,55,46,14.37,Reduced Variability (2-5)
B,55,54,15.47,Reduced Variability (2-5)
B,62,51,13.04,Reduced Variability (2-5)
B,59,49,13.83,Reduced Variability (2-5)
B,57,46,15.52,Reduced Variability (2-5)
B,60,40,12.78,Reduced Variability (2-5)
B,59,54,14.04,Reduced Variability (2-5)
B,60,43,12.92,Reduced Variability (2-5)
B,63,42,12.37,Reduced Variability (2-5)
B,59,37,13.3,Reduced Variability (2-5)
B,61,45,12.48,Reduced Variability (2-5)
B,59,46,12.22,Reduced Variability (2-5)
B,58,52,13.86,Reduced Variability (2-5)
B,61,50,12.44,Reduced Variability (2-5)
B,60,46,13.33,Reduced Variability (2-5)
B,63,44,13.52,Reduced Variability (2-5)
B,61,53,14.6,Reduced Variability (2-5)
B,55,48,14.84,Reduced Variability (2-5)
B,61,41,12.04,Reduced Variability (2-5)
B,60,48,13.75,Reduced Variability (2-5)
B,64,47,13.71,Reduced Variability (2-5)
B,57,55,14.48,Reduced Variability (2-5)
B,61,38,12.76,Reduced Variability (2-5)
B,55,54,14.05,Reduced Variability (2-5)
B,60,38,13.0,Reduced Variability (2-5)
B,59,52,14.04,Reduced Variability (2-5)
B,56,41,14.4,Reduced Variability (2-5)
B,56,50,13.95,Reduced Variability (2-5)
B,59,48,14.83,Reduced Variability (2-5)
B,57,52,14.05,Reduced Variability (2-5)
B,60,36,12.5,Reduced Variability (2-5)
B,62,36,11.96,Reduced Variability (2-5)
B,57,49,14.24,Reduced Variability (2-5)
B,62,43,12.69,Reduced Variability (2-5)
B,63,40,12.78,Reduced Variability (2-5)
B,54,54,15.61,Reduced Variability (2-5)
B,60,48,14.29,Reduced Variability (2-5)
B,61,46,12.72,Reduced Variability (2-5)
B,57,50,14.0,Reduced Variability (2-5)
B,54,47,14.67,Reduced Variability (2-5)
B,60,40,13.17,Reduced Variability (2-5)
B,56,49,14.3,Reduced Variability (2-5)
B,60,52,13.83,Reduced Variability (2-5)
B,60,55,14.33,Reduced Variability (2-5)
B,63,46,12.96,Reduced Variability (2-5)
B,55,45,14.0,Reduced Variability (2-5)
B,63,42,13.3,Reduced Variability (2-5)
B,59,56,13.65,Reduced Variability (2-5)
B,59,46,13.91,Reduced Variability (2-5)
B,62,50,13.65,Reduced Variability (2-5)
B,60,42,13.12,Reduced Variability (2-5)
B,59,42,13.09,Reduced Variability (2-5)
B,63,37,13.56,Reduced Variability (2-5)
B,59,48,13.83,Reduced Variability (2-5)
B,62,55,13.69,Reduced Variability (2-5)
B,63,48,13.33,Reduced Variability (2-5)
B,59,52,14.17,Reduced Variability (2-5)
B,61,44,13.16,Reduced Variability (2-5)
B,62,45,12.65,Reduced Variability (2-5)
B,60,43,12.92,Reduced Variability (2-5)
B,58,50,14.0,Reduced Variability (2-5)
B,56,53,14.7,Reduced Variability (2-5)
B,64,43,12.86,Reduced Variability (2-5)
B,55,53,15.0,Reduced Variability (2-5)
B,59,46,12.74,Reduced Variability (2-5)
B,59,46,14.0,Reduced Variability (2-5)
B,59,47,14.48,Reduced Variability (2-5)
B,58,49,14.27,Reduced Variability (2-5)
B,62,43,12.85,Reduced Variability (2-5)
B,60,48,11.71,Reduced Variability (2-5)
B,61,49,14.12,Reduced Variability (2-5)
B,64,44,13.21,Reduced Variability (2-5)
B,57,53,13.86,Reduced Variability (2-5)
B,59,46,13.35,Reduced Variability (2-5)
B,59,38,14.0,Reduced Variability (2-5)
B,61,45,12.2,Reduced Variability (2-5)
B,58,43,12.5,Reduced Variability (2-5)
B,60,43,13.5,Reduced Variability (2-5)
B,59,55,14.0,Reduced Variability (2-5)
B,58,49,13.5,Reduced Variability (2-5)
B,60,45,13.42,Reduced Variability (2-5)
B,63,46,12.33,Reduced Variability (2-5)
B,56,54,14.0,Reduced Variability (2-5)
B,56,50,13.55,Reduced Variability (2-5)
B,61,49,13.12,Reduced Variability (2-5)
B,59,50,14.65,Reduced Variability (2-5)
B,62,38,12.81,Reduced Variability (2-5)
B,61,43,13.48,Reduced Variability (2-5)
B,58,51,13.45,Reduced Variability (2-5)
B,57,47,13.9,Reduced Variability (2-5)
B,58,43,13.14,Reduced Variability (2-5)
B,62,46,12.46,Reduced Variability (2-5)
B,58,52,14.09,Reduced Variability (2-5)
B,60,46,13.54,Reduced Variability (2-5)
B,59,48,13.43,Reduced Variability (2-5)
B,59,41,11.83,Reduced Variability (2-5)
B,62,40,11.77,Reduced Variability (2-5)
B,63,44,12.48,Reduced Variability (2-5)
B,57,44,13.1,Reduced Variability (2-5)
B,58,35,12.5,Reduced Variability (2-5)
B,58,51,15.19,Reduced Variability (2-5)
B,61,40,13.88,Reduced Variability (2-5)
B,58,38,12.95,Reduced Variability (2-5)
B,59,46,13.17,Reduced Variability (2-5)
B,60,39,13.0,Reduced Variability (2-5)
B,62,49,13.38,Reduced Variability (2-5)
B,58,56,14.59,Reduced Variability (2-5)
B,63,28,11.74,Reduced Variability (2-5)
B,59,41,13.74,Reduced Variability (2-5)
