Strategy,Total Output,End WIP,Avg Cycle Time,Strategy Label
original,51,54,14.2,Base Game
original,54,56,16.28,Base Game
original,57,50,15.67,Base Game
original,53,52,16.24,Base Game
original,49,50,16.23,Base Game
original,50,60,13.86,Base Game
original,55,61,14.58,Base Game
original,52,68,15.81,Base Game
original,59,48,13.7,Base Game
original,52,53,16.56,Base Game
original,47,55,16.82,Base Game
original,55,49,15.0,Base Game
original,55,58,14.84,Base Game
original,52,58,15.56,Base Game
original,49,59,14.77,Base Game
original,57,50,14.67,Base Game
original,53,64,14.94,Base Game
original,55,56,14.89,Base Game
original,51,58,16.4,Base Game
original,46,53,16.4,Base Game
original,54,47,15.28,Base Game
original,46,54,16.7,Base Game
original,52,45,14.44,Base Game
original,56,56,15.1,Base Game
original,51,47,16.53,Base Game
original,48,55,15.75,Base Game
original,57,44,14.14,Base Game
original,48,60,16.5,Base Game
original,52,64,16.12,Base Game
original,57,64,14.57,Base Game
original,54,40,14.11,Base Game
original,51,55,15.33,Base Game
original,59,50,14.61,Base Game
original,58,53,15.14,Base Game
original,52,61,14.69,Base Game
original,54,70,14.5,Base Game
original,53,63,15.82,Base Game
original,55,47,15.53,Base Game
original,52,56,15.81,Base Game
original,52,52,14.81,Base Game
original,50,58,16.07,Base Game
original,57,43,14.86,Base Game
original,56,58,15.4,Base Game
original,56,41,14.65,Base Game
original,51,64,13.6,Base Game
original,52,33,13.12,Base Game
original,55,52,13.58,Base Game
original,52,52,16.56,Base Game
original,50,41,15.93,Base Game
original,55,50,15.37,Base Game
original,60,43,14.29,Base Game
original,47,45,16.27,Base Game
original,56,45,15.4,Base Game
original,44,66,18.38,Base Game
original,53,49,12.94,Base Game
original,46,67,17.4,Base Game
original,57,62,14.9,Base Game
original,53,47,15.82,Base Game
original,56,54,14.75,Base Game
original,50,63,16.0,Base Game
original,47,57,15.0,Base Game
original,45,71,18.0,Base Game
original,54,59,14.67,Base Game
original,55,44,12.89,Base Game
original,54,36,14.78,Base Game
original,57,39,14.19,Base Game
original,57,41,14.19,Base Game
original,50,53,13.07,Base Game
original,55,57,14.53,Base Game
original,59,41,15.7,Base Game
original,52,51,15.12,Base Game
original,52,50,11.88,Base Game
original,51,64,16.87,Base Game
original,53,55,14.82,Base Game
original,51,45,15.87,Base Game
original,50,60,16.43,Base Game
original,56,40,14.55,Base Game
original,50,67,16.14,Base Game
original,51,49,15.87,Base Game
original,55,42,14.79,Base Game
original,58,47,14.27,Base Game
original,50,53,15.14,Base Game
original,43,55,18.0,Base Game
original,50,64,17.64,Base Game
original,50,58,14.43,Base Game
original,57,55,14.81,Base Game
original,53,63,16.24,Base Game
original,60,55,13.67,Base Game
original,49,62,17.15,Base Game
original,49,44,13.85,Base Game
original,50,49,15.5,Base Game
original,53,57,15.47,Base Game
original,47,73,17.27,Base Game
original,52,55,15.69,Base Game
original,54,48,15.06,Base Game
original,50,65,16.5,Base Game
original,53,39,14.88,Base Game
original,50,51,16.57,Base Game
original,56,48,15.55,Base Game
original,50,58,16.36,Base Game
original,50,69,16.86,Base Game
original,51,49,14.67,Base Game
original,58,34,14.27,Base Game
original,52,50,15.44,Base Game
original,47,56,17.82,Base Game
original,53,58,13.76,Base Game
original,47,51,15.45,Base Game
original,53,60,14.29,Base Game
original,49,50,15.92,Base Game
original,50,49,16.57,Base Game
original,50,47,15.93,Base Game
original,54,53,15.94,Base Game
original,55,59,14.37,Base Game
original,54,46,15.06,Base Game
original,55,54,15.53,Base Game
original,46,71,16.0,Base Game
original,49,39,16.23,Base Game
original,56,41,12.1,Base Game
original,50,58,16.21,Base Game
original,53,56,13.59,Base Game
original,47,58,17.73,Base Game
original,56,52,15.2,Base Game
original,53,54,15.18,Base Game
original,54,62,16.06,Base Game
original,56,51,15.95,Base Game
original,58,54,13.91,Base Game
original,52,59,15.94,Base Game
original,53,45,12.65,Base Game
original,48,63,17.08,Base Game
original,46,48,16.9,Base Game
original,49,50,17.54,Base Game
original,45,56,17.11,Base Game
original,59,32,14.57,Base Game
original,51,46,13.67,Base Game
original,55,36,13.21,Base Game
original,52,65,14.31,Base Game
original,55,44,13.95,Base Game
original,49,50,15.69,Base Game
original,51,57,13.93,Base Game
original,53,48,14.29,Base Game
original,59,44,15.48,Base Game
original,56,46,13.8,Base Game
original,56,41,13.75,Base Game
original,54,44,16.0,Base Game
original,55,68,16.05,Base Game
original,56,37,14.95,Base Game
original,56,52,15.2,Base Game
original,56,52,14.95,Base Game
original,52,46,15.12,Base Game
original,55,40,14.32,Base Game
original,52,46,15.81,Base Game
original,52,57,16.69,Base Game
original,51,44,15.13,Base Game
original,56,39,15.65,Base Game
original,44,74,17.25,Base Game
original,53,67,15.59,Base Game
original,54,57,15.5,Base Game
original,51,63,15.87,Base Game
original,51,52,15.8,Base Game
original,48,53,16.25,Base Game
original,55,36,13.89,Base Game
original,55,51,14.42,Base Game
original,45,61,17.11,Base Game
original,54,53,14.0,Base Game
original,50,58,13.86,Base Game
original,51,67,16.53,Base Game
original,52,54,15.0,Base Game
original,46,74,16.8,Base Game
original,48,70,16.25,Base Game
original,46,57,17.6,Base Game
original,50,64,17.64,Base Game
original,55,53,13.47,Base Game
original,50,58,16.14,Base Game
original,57,35,14.29,Base Game
original,54,47,15.22,Base Game
original,47,71,14.64,Base Game
original,58,58,14.59,Base Game
original,56,54,16.0,Base Game
original,48,60,16.08,Base Game
original,57,46,13.52,Base Game
original,54,56,14.67,Base Game
original,46,56,16.5,Base Game
original,54,53,14.61,Base Game
original,48,46,16.67,Base Game
original,50,53,15.71,Base Game
original,52,67,15.12,Base Game
original,54,52,15.83,Base Game
original,49,49,17.69,Base Game
original,53,57,16.65,Base Game
original,46,53,16.0,Base Game
original,45,70,16.89,Base Game
original,45,55,17.33,Base Game
original,55,45,15.37,Base Game
original,53,47,14.94,Base Game
original,51,54,15.6,Base Game
original,55,63,13.63,Base Game
original,57,45,12.62,Base Game
original,52,56,15.12,Base Game
original,55,56,14.68,Base Game
original,57,56,11.81,Base Game
original,56,51,14.8,Base Game
original,56,69,15.55,Base Game
original,50,44,15.07,Base Game
original,53,41,13.41,Base Game
original,54,46,14.06,Base Game
original,54,53,14.28,Base Game
original,56,52,14.9,Base Game
original,55,50,14.53,Base Game
original,51,63,16.53,Base Game
original,55,47,14.63,Base Game
original,46,59,16.7,Base Game
original,53,40,14.47,Base Game
original,53,43,14.53,Base Game
original,58,50,14.68,Base Game
original,50,58,15.86,Base Game
original,47,58,17.45,Base Game
original,52,54,13.62,Base Game
original,51,51,14.6,Base Game
original,56,50,14.85,Base Game
original,47,74,15.27,Base Game
original,55,63,15.39,Base Game
original,47,76,16.45,Base Game
original,49,57,16.08,Base Game
original,47,67,16.82,Base Game
original,54,54,15.28,Base Game
original,48,58,16.42,Base Game
original,49,51,17.23,Base Game
original,46,66,16.1,Base Game
original,57,43,13.14,Base Game
original,57,42,13.76,Base Game
original,54,51,16.06,Base Game
original,56,50,14.05,Base Game
original,55,45,14.95,Base Game
original,50,49,15.29,Base Game
original,53,49,15.0,Base Game
original,53,46,15.76,Base Game
original,55,51,13.05,Base Game
original,51,56,15.6,Base Game
original,49,53,16.31,Base Game
original,54,51,13.78,Base Game
original,47,55,16.55,Base Game
original,55,59,15.74,Base Game
original,52,58,16.38,Base Game
original,52,62,14.0,Base Game
original,55,53,15.74,Base Game
original,48,58,16.0,Base Game
original,60,41,13.88,Base Game
original,50,48,16.07,Base Game
original,50,58,15.0,Base Game
original,50,60,17.86,Base Game
original,51,66,15.67,Base Game
original,49,58,15.77,Base Game
original,55,43,14.74,Base Game
original,52,56,14.75,Base Game
original,51,58,17.2,Base Game
original,50,52,14.5,Base Game
original,56,56,14.6,Base Game
original,54,48,13.41,Base Game
original,58,59,12.86,Base Game
original,53,52,13.41,Base Game
original,48,59,16.5,Base Game
original,47,65,16.55,Base Game
original,56,38,13.3,Base Game
original,50,55,15.86,Base Game
original,53,53,15.41,Base Game
original,54,42,13.78,Base Game
original,57,41,12.76,Base Game
original,54,54,14.72,Base Game
original,47,54,17.09,Base Game
original,57,47,15.14,Base Game
original,54,41,14.11,Base Game
original,48,60,16.67,Base Game
original,50,55,16.07,Base Game
original,53,58,12.94,Base Game
original,54,56,15.17,Base Game
original,48,50,16.42,Base Game
original,53,67,15.71,Base Game
original,55,47,14.05,Base Game
original,52,55,15.5,Base Game
original,52,63,13.06,Base Game
original,56,47,14.5,Base Game
original,50,58,15.0,Base Game
original,55,53,15.74,Base Game
original,51,55,14.87,Base Game
original,51,52,15.93,Base Game
original,55,55,14.21,Base Game
original,57,38,13.33,Base Game
original,53,82,16.06,Base Game
original,50,53,17.07,Base Game
original,50,64,14.79,Base Game
original,56,52,16.0,Base Game
original,53,51,14.53,Base Game
original,51,69,14.0,Base Game
original,58,54,14.45,Base Game
original,55,49,14.47,Base Game
original,49,55,15.15,Base Game
original,53,64,14.41,Base Game
original,52,63,16.19,Base Game
original,54,53,15.06,Base Game
original,50,65,15.93,Base Game
original,53,51,15.41,Base Game
original,60,42,13.88,Base Game
original,46,62,17.1,Base Game
original,53,53,15.06,Base Game
original,52,62,14.94,Base Game
original,51,52,15.67,Base Game
original,48,69,14.75,Base Game
original,56,46,14.35,Base Game
original,48,46,17.17,Base Game
original,50,62,15.86,Base Game
original,55,48,14.11,Base Game
original,59,38,13.87,Base Game
original,56,64,14.85,Base Game
original,53,49,13.59,Base Game
original,49,45,15.54,Base Game
original,56,47,15.05,Base Game
original,49,54,15.85,Base Game
original,58,59,14.68,Base Game
original,56,51,14.9,Base Game
original,53,38,14.88,Base Game
original,48,63,16.92,Base Game
original,56,53,15.85,Base Game
original,55,57,14.11,Base Game
original,59,33,13.04,Base Game
original,54,50,15.5,Base Game
original,53,58,13.65,Base Game
original,55,38,13.11,Base Game
original,55,44,14.0,Base Game
original,45,62,17.33,Base Game
original,52,62,14.56,Base Game
original,55,40,15.37,Base Game
original,42,71,16.33,Base Game
original,54,47,16.44,Base Game
original,58,52,13.95,Base Game
original,61,34,12.28,Base Game
original,50,47,14.0,Base Game
original,55,59,16.0,Base Game
original,55,31,12.58,Base Game
original,52,57,14.0,Base Game
original,49,60,17.31,Base Game
original,47,67,17.64,Base Game
original,55,46,14.37,Base Game
original,53,53,13.41,Base Game
original,49,60,17.0,Base Game
original,52,57,16.69,Base Game
original,52,66,16.12,Base Game
original,55,60,15.84,Base Game
original,60,36,13.04,Base Game
original,53,62,14.47,Base Game
original,54,48,15.17,Base Game
original,51,47,14.93,Base Game
original,44,59,17.38,Base Game
original,53,51,15.24,Base Game
original,53,39,14.53,Base Game
original,52,57,15.94,Base Game
original,58,55,15.55,Base Game
original,58,46,15.09,Base Game
original,50,48,16.86,Base Game
original,50,60,17.0,Base Game
original,50,60,15.93,Base Game
original,57,51,15.29,Base Game
original,56,41,14.65,Base Game
original,53,40,12.88,Base Game
original,53,55,14.94,Base Game
original,49,47,16.38,Base Game
original,50,56,14.79,Base Game
original,53,57,16.12,Base Game
original,50,58,15.14,Base Game
original,56,70,16.15,Base Game
original,48,53,15.67,Base Game
original,48,50,14.42,Base Game
original,52,60,15.88,Base Game
original,52,50,15.25,Base Game
original,55,44,13.05,Base Game
original,59,55,15.57,Base Game
original,59,55,12.17,Base Game
original,51,67,15.4,Base Game
original,53,54,15.59,Base Game
original,49,49,15.85,Base Game
original,50,50,14.71,Base Game
original,48,58,16.42,Base Game
original,52,64,14.31,Base Game
original,53,54,14.47,Base Game
original,56,55,15.5,Base Game
original,50,47,13.93,Base Game
original,54,48,15.61,Base Game
original,48,58,15.42,Base Game
original,51,43,12.2,Base Game
original,49,68,16.92,Base Game
original,43,70,17.43,Base Game
original,53,60,16.65,Base Game
original,50,61,14.93,Base Game
original,46,59,16.7,Base Game
original,55,43,15.16,Base Game
original,53,63,15.06,Base Game
original,52,53,16.12,Base Game
original,53,57,14.29,Base Game
original,57,49,14.76,Base Game
original,55,55,13.68,Base Game
original,57,60,14.95,Base Game
original,50,50,15.29,Base Game
original,53,49,16.29,Base Game
original,54,53,14.67,Base Game
original,56,51,12.5,Base Game
original,47,57,14.73,Base Game
original,57,49,14.38,Base Game
original,51,52,16.67,Base Game
original,49,59,15.08,Base Game
original,54,46,14.89,Base Game
original,48,47,15.42,Base Game
original,53,42,14.76,Base Game
original,53,60,14.65,Base Game
original,50,51,15.43,Base Game
original,50,59,17.29,Base Game
original,51,53,15.6,Base Game
original,52,52,16.12,Base Game
original,50,66,16.43,Base Game
original,54,55,14.06,Base Game
original,52,53,16.12,Base Game
original,54,51,15.11,Base Game
original,52,65,14.88,Base Game
original,56,41,13.2,Base Game
original,49,52,15.08,Base Game
original,44,63,17.25,Base Game
original,56,51,16.05,Base Game
original,52,40,14.69,Base Game
original,51,64,14.93,Base Game
original,50,51,15.14,Base Game
original,53,51,16.53,Base Game
original,53,52,14.71,Base Game
original,53,57,15.41,Base Game
original,53,56,15.76,Base Game
original,46,63,16.3,Base Game
original,52,42,15.31,Base Game
original,57,58,14.38,Base Game
original,48,37,16.17,Base Game
original,54,54,12.78,Base Game
original,56,54,14.25,Base Game
original,55,57,16.26,Base Game
original,48,61,16.0,Base Game
original,55,51,14.68,Base Game
original,47,52,16.0,Base Game
original,52,52,15.62,Base Game
original,50,58,16.14,Base Game
original,52,51,15.0,Base Game
original,51,52,15.93,Base Game
original,54,55,15.17,Base Game
original,55,44,15.58,Base Game
original,50,55,17.29,Base Game
original,55,59,14.05,Base Game
original,53,64,15.35,Base Game
original,57,47,16.19,Base Game
original,53,55,14.59,Base Game
original,55,46,13.37,Base Game
original,45,74,16.44,Base Game
original,53,53,14.41,Base Game
original,50,56,16.43,Base Game
original,59,58,15.13,Base Game
original,55,56,15.95,Base Game
original,52,44,12.88,Base Game
original,57,52,14.1,Base Game
original,47,49,15.91,Base Game
original,53,53,14.29,Base Game
original,57,53,15.95,Base Game
original,52,46,13.44,Base Game
original,48,67,17.08,Base Game
original,55,57,15.68,Base Game
original,48,69,16.08,Base Game
original,52,50,16.06,Base Game
original,57,39,14.33,Base Game
original,46,51,15.2,Base Game
original,56,56,15.0,Base Game
original,60,47,14.54,Base Game
original,54,65,16.5,Base Game
original,55,54,15.11,Base Game
original,52,60,15.31,Base Game
original,52,63,16.25,Base Game
original,56,54,14.7,Base Game
original,48,49,12.75,Base Game
original,56,57,17.25,Base Game
original,55,57,12.89,Base Game
original,49,46,16.08,Base Game
original,51,44,15.47,Base Game
original,57,37,13.76,Base Game
original,52,72,15.06,Base Game
original,57,63,14.9,Base Game
original,53,50,15.12,Base Game
original,58,57,14.95,Base Game
original,57,35,14.29,Base Game
original,51,58,14.93,Base Game
original,54,66,14.5,Base Game
original,53,58,16.53,Base Game
original,57,59,14.95,Base Game
original,52,57,15.88,Base Game
original,51,58,16.6,Base Game
original,51,53,15.8,Base Game
original,49,63,14.92,Base Game
original,54,36,14.83,Base Game
original,50,52,15.29,Base Game
original,62,57,15.04,Base Game
original,54,43,13.0,Base Game
original,49,62,16.0,Base Game
original,51,54,15.13,Base Game
original,55,51,14.95,Base Game
original,50,61,16.43,Base Game
original,52,49,14.25,Base Game
original,53,52,14.18,Base Game
original,55,44,14.21,Base Game
original,58,43,14.41,Base Game
original,48,46,16.25,Base Game
original,50,47,15.79,Base Game
original,58,57,14.82,Base Game
original,51,56,15.07,Base Game
original,52,38,15.12,Base Game
original,47,49,15.64,Base Game
original,51,52,16.2,Base Game
original,54,43,14.72,Base Game
original,55,50,15.26,Base Game
original,58,33,12.05,Base Game
original,56,61,15.15,Base Game
original,49,69,15.62,Base Game
original,52,63,16.12,Base Game
original,47,60,16.09,Base Game
original,53,46,13.53,Base Game
original,51,66,16.4,Base Game
original,54,52,14.44,Base Game
original,54,52,15.65,Base Game
original,55,55,14.95,Base Game
original,57,61,15.71,Base Game
original,52,57,16.06,Base Game
original,57,46,14.33,Base Game
original,56,44,14.4,Base Game
original,57,52,15.43,Base Game
original,49,46,16.15,Base Game
original,52,56,14.94,Base Game
original,60,42,14.0,Base Game
original,49,54,16.15,Base Game
original,51,43,15.4,Base Game
original,54,57,15.33,Base Game
original,46,59,17.4,Base Game
original,45,62,17.0,Base Game
original,56,43,15.45,Base Game
original,54,57,14.94,Base Game
original,55,57,16.16,Base Game
original,52,50,13.31,Base Game
original,59,48,13.22,Base Game
original,49,50,16.54,Base Game
original,52,43,13.75,Base Game
original,50,58,14.93,Base Game
original,50,56,13.79,Base Game
original,55,54,14.84,Base Game
original,53,52,13.82,Base Game
original,56,40,14.4,Base Game
original,57,46,12.86,Base Game
original,58,59,15.23,Base Game
original,56,44,15.15,Base Game
original,50,58,16.93,Base Game
original,50,61,15.64,Base Game
original,56,60,14.1,Base Game
original,50,59,15.93,Base Game
original,54,48,14.78,Base Game
original,57,49,12.81,Base Game
original,51,66,14.8,Base Game
original,49,43,17.31,Base Game
original,54,49,13.94,Base Game
original,48,57,16.67,Base Game
original,49,67,18.23,Base Game
original,52,56,16.56,Base Game
original,52,41,17.38,Base Game
original,51,57,16.2,Base Game
original,53,61,15.35,Base Game
original,49,67,15.0,Base Game
original,50,48,14.36,Base Game
original,52,53,14.56,Base Game
original,56,63,16.6,Base Game
original,51,46,15.27,Base Game
original,55,48,14.16,Base Game
original,55,66,16.16,Base Game
original,55,46,12.11,Base Game
original,48,62,16.5,Base Game
original,47,62,15.55,Base Game
original,52,61,15.94,Base Game
original,51,66,16.0,Base Game
original,48,61,16.5,Base Game
original,48,71,16.75,Base Game
original,55,53,13.58,Base Game
original,47,59,16.45,Base Game
original,53,37,14.12,Base Game
original,48,60,16.75,Base Game
original,42,74,18.0,Base Game
original,49,61,16.23,Base Game
original,56,55,15.35,Base Game
original,52,60,15.38,Base Game
original,53,43,12.94,Base Game
original,50,38,14.07,Base Game
original,49,65,14.85,Base Game
original,48,56,17.33,Base Game
original,51,67,14.8,Base Game
original,52,62,14.88,Base Game
original,47,72,17.82,Base Game
original,50,41,14.64,Base Game
original,52,72,15.38,Base Game
original,46,48,14.6,Base Game
original,49,62,15.23,Base Game
original,47,66,18.18,Base Game
original,55,50,14.21,Base Game
original,53,43,15.65,Base Game
original,52,35,15.25,Base Game
original,50,59,16.21,Base Game
original,51,45,13.2,Base Game
original,51,65,14.33,Base Game
original,50,52,15.57,Base Game
original,53,58,17.06,Base Game
original,51,46,14.8,Base Game
original,53,58,15.65,Base Game
original,50,61,14.64,Base Game
original,53,58,14.76,Base Game
original,49,53,16.62,Base Game
original,49,45,16.08,Base Game
original,56,52,14.3,Base Game
original,49,64,17.54,Base Game
original,50,51,15.93,Base Game
original,60,57,14.96,Base Game
original,54,49,15.56,Base Game
original,50,51,17.14,Base Game
original,57,47,13.81,Base Game
original,49,50,16.38,Base Game
original,53,58,15.47,Base Game
original,50,46,16.79,Base Game
original,52,56,15.5,Base Game
original,57,37,13.57,Base Game
original,56,51,15.9,Base Game
original,49,74,16.38,Base Game
original,53,36,13.88,Base Game
original,55,40,15.0,Base Game
original,51,57,15.0,Base Game
original,53,46,14.47,Base Game
original,52,48,15.12,Base Game
original,54,58,15.17,Base Game
original,54,60,16.78,Base Game
original,50,65,15.79,Base Game
original,58,43,15.59,Base Game
original,50,51,15.29,Base Game
original,48,56,16.5,Base Game
original,53,58,15.65,Base Game
original,56,61,14.75,Base Game
original,53,58,14.88,Base Game
original,50,66,14.64,Base Game
original,50,54,16.43,Base Game
original,53,45,15.47,Base Game
original,52,49,14.88,Base Game
original,51,60,14.27,Base Game
original,56,54,15.75,Base Game
original,52,61,14.12,Base Game
original,47,55,16.73,Base Game
original,54,48,15.39,Base Game
original,51,59,15.93,Base Game
original,52,62,14.75,Base Game
original,56,52,14.35,Base Game
original,60,38,13.83,Base Game
original,58,54,14.45,Base Game
original,57,74,14.86,Base Game
original,56,53,14.25,Base Game
original,55,44,13.21,Base Game
original,51,56,15.47,Base Game
original,53,57,15.59,Base Game
original,50,47,14.5,Base Game
original,54,62,13.72,Base Game
original,51,56,16.13,Base Game
original,59,50,15.13,Base Game
original,54,40,13.67,Base Game
original,57,43,15.1,Base Game
original,51,55,15.73,Base Game
original,51,51,15.73,Base Game
original,47,75,17.55,Base Game
original,57,63,13.62,Base Game
original,51,69,15.07,Base Game
original,55,51,15.11,Base Game
original,49,49,16.31,Base Game
original,48,58,16.67,Base Game
original,53,56,15.06,Base Game
original,49,63,16.62,Base Game
original,57,46,15.24,Base Game
original,48,52,14.92,Base Game
original,53,42,13.71,Base Game
original,52,50,14.12,Base Game
original,47,56,16.18,Base Game
original,50,60,16.5,Base Game
original,54,47,15.39,Base Game
original,48,60,17.92,Base Game
original,47,66,16.91,Base Game
original,51,68,15.47,Base Game
original,50,59,15.5,Base Game
original,52,51,16.56,Base Game
original,54,52,15.33,Base Game
original,47,75,16.0,Base Game
original,54,54,15.94,Base Game
original,49,47,14.54,Base Game
original,47,49,17.18,Base Game
original,53,46,15.47,Base Game
original,46,54,18.2,Base Game
original,55,57,13.84,Base Game
original,48,65,15.83,Base Game
original,51,48,15.27,Base Game
original,52,58,16.12,Base Game
original,47,55,16.91,Base Game
original,53,52,14.65,Base Game
original,51,61,15.87,Base Game
original,48,57,16.75,Base Game
original,55,40,14.58,Base Game
original,50,44,13.5,Base Game
original,51,53,16.4,Base Game
original,53,70,15.65,Base Game
original,56,44,13.0,Base Game
original,44,43,16.0,Base Game
original,58,45,15.36,Base Game
original,53,56,15.12,Base Game
original,51,64,15.07,Base Game
original,53,47,14.82,Base Game
original,51,59,14.13,Base Game
original,52,56,15.56,Base Game
original,52,63,16.06,Base Game
original,51,45,15.13,Base Game
original,55,57,15.26,Base Game
original,49,49,14.77,Base Game
original,55,61,15.32,Base Game
original,47,61,16.82,Base Game
original,53,59,16.24,Base Game
original,51,41,14.33,Base Game
original,46,65,17.6,Base Game
original,59,39,13.39,Base Game
original,57,55,14.57,Base Game
original,52,55,16.31,Base Game
original,56,48,14.1,Base Game
original,57,57,15.33,Base Game
original,55,51,14.11,Base Game
original,53,63,15.65,Base Game
original,54,50,15.28,Base Game
original,53,53,15.35,Base Game
original,51,67,15.87,Base Game
original,50,56,16.43,Base Game
original,49,62,16.08,Base Game
original,56,38,12.8,Base Game
original,55,48,16.53,Base Game
original,46,69,17.7,Base Game
original,52,55,15.31,Base Game
original,56,55,14.55,Base Game
original,54,62,15.5,Base Game
original,47,70,16.91,Base Game
original,47,54,16.82,Base Game
original,61,40,14.76,Base Game
original,53,36,16.12,Base Game
original,46,48,16.5,Base Game
original,57,50,13.29,Base Game
original,49,53,14.31,Base Game
original,50,47,16.5,Base Game
original,49,53,15.15,Base Game
original,49,66,15.46,Base Game
original,53,52,16.47,Base Game
original,50,52,15.64,Base Game
original,52,71,16.88,Base Game
original,55,37,14.68,Base Game
original,48,44,16.83,Base Game
original,56,64,14.55,Base Game
original,45,69,17.0,Base Game
original,57,50,14.19,Base Game
original,50,67,16.79,Base Game
original,50,61,14.79,Base Game
original,56,49,15.05,Base Game
original,53,54,16.88,Base Game
original,49,54,16.23,Base Game
original,53,51,16.18,Base Game
original,47,67,16.0,Base Game
original,54,48,13.94,Base Game
original,52,65,15.69,Base Game
original,53,54,15.18,Base Game
original,47,71,17.27,Base Game
original,56,39,14.5,Base Game
original,61,50,15.36,Base Game
original,55,58,15.84,Base Game
original,56,46,13.2,Base Game
original,52,49,15.69,Base Game
original,53,69,15.53,Base Game
original,58,38,13.23,Base Game
original,54,58,15.06,Base Game
original,56,41,14.3,Base Game
original,51,68,14.73,Base Game
original,47,54,16.36,Base Game
original,54,52,15.56,Base Game
original,52,47,15.12,Base Game
original,53,53,14.06,Base Game
original,51,53,13.07,Base Game
original,48,53,14.67,Base Game
original,49,60,16.38,Base Game
original,57,45,14.62,Base Game
original,46,58,15.1,Base Game
original,54,63,15.56,Base Game
original,51,52,15.67,Base Game
original,54,46,15.33,Base Game
original,49,49,15.0,Base Game
original,56,62,15.35,Base Game
original,46,70,16.7,Base Game
original,50,53,15.64,Base Game
original,55,50,13.47,Base Game
original,54,55,14.83,Base Game
original,50,46,16.93,Base Game
original,58,43,14.5,Base Game
original,53,63,14.94,Base Game
original,51,56,15.73,Base Game
original,48,47,16.17,Base Game
original,53,51,16.47,Base Game
original,52,45,15.25,Base Game
original,58,52,15.14,Base Game
original,60,55,14.62,Base Game
original,51,61,15.67,Base Game
original,55,55,14.68,Base Game
original,51,53,16.47,Base Game
original,57,66,15.24,Base Game
original,55,50,14.95,Base Game
original,52,53,15.25,Base Game
original,57,43,13.71,Base Game
original,55,53,15.79,Base Game
original,50,63,15.14,Base Game
original,55,58,15.37,Base Game
original,49,48,15.85,Base Game
original,52,51,13.69,Base Game
original,52,66,15.31,Base Game
original,48,57,14.17,Base Game
original,50,51,15.64,Base Game
original,51,42,16.87,Base Game
original,56,58,12.6,Base Game
original,44,65,19.12,Base Game
original,51,57,14.73,Base Game
original,49,45,17.31,Base Game
original,57,42,14.81,Base Game
original,56,59,14.25,Base Game
original,51,66,15.13,Base Game
original,55,53,13.95,Base Game
original,55,46,15.42,Base Game
original,47,61,18.18,Base Game
original,49,60,15.92,Base Game
original,52,61,16.38,Base Game
original,53,48,14.59,Base Game
original,56,53,13.75,Base Game
original,59,42,13.91,Base Game
original,58,35,14.5,Base Game
original,55,42,12.89,Base Game
original,53,59,15.0,Base Game
original,56,40,13.45,Base Game
original,55,34,12.84,Base Game
original,49,57,17.69,Base Game
original,52,48,14.56,Base Game
original,53,56,15.65,Base Game
original,48,57,15.58,Base Game
original,51,50,13.27,Base Game
original,52,54,15.38,Base Game
original,47,54,16.18,Base Game
original,54,46,17.17,Base Game
original,56,55,13.8,Base Game
original,53,66,15.41,Base Game
original,53,62,16.47,Base Game
original,59,45,12.26,Base Game
original,51,51,15.93,Base Game
original,55,57,14.32,Base Game
original,44,59,17.38,Base Game
original,57,51,14.19,Base Game
original,49,59,16.85,Base Game
original,49,51,14.23,Base Game
original,54,70,17.0,Base Game
original,57,55,14.19,Base Game
original,52,58,15.81,Base Game
original,45,68,18.67,Base Game
original,54,43,15.83,Base Game
original,59,49,15.48,Base Game
original,59,46,14.48,Base Game
original,53,41,15.24,Base Game
original,51,55,15.6,Base Game
original,57,58,15.0,Base Game
original,51,61,15.8,Base Game
original,59,55,14.57,Base Game
original,55,55,13.68,Base Game
original,47,59,16.82,Base Game
original,55,50,15.0,Base Game
original,55,59,16.68,Base Game
original,52,44,15.56,Base Game
original,51,60,16.0,Base Game
original,52,56,15.81,Base Game
original,50,57,15.21,Base Game
original,54,44,14.22,Base Game
original,52,59,15.81,Base Game
original,51,64,15.13,Base Game
A,59,62,11.91,Increased Capacity (1-7)
A,58,45,12.91,Increased Capacity (1-7)
A,53,63,15.0,Increased Capacity (1-7)
A,59,67,12.74,Increased Capacity (1-7)
A,53,63,14.18,Increased Capacity (1-7)
A,59,52,14.0,Increased Capacity (1-7)
A,54,51,13.61,Increased Capacity (1-7)
A,57,58,15.71,Increased Capacity (1-7)
A,57,60,15.81,Increased Capacity (1-7)
A,57,47,14.62,Increased Capacity (1-7)
A,56,64,14.45,Increased Capacity (1-7)
A,58,61,13.18,Increased Capacity (1-7)
A,49,79,16.92,Increased Capacity (1-7)
A,52,67,15.0,Increased Capacity (1-7)
A,60,45,14.67,Increased Capacity (1-7)
A,59,40,13.65,Increased Capacity (1-7)
A,53,81,15.53,Increased Capacity (1-7)
A,54,56,15.33,Increased Capacity (1-7)
A,62,53,14.19,Increased Capacity (1-7)
A,53,78,15.06,Increased Capacity (1-7)
A,42,74,19.0,Increased Capacity (1-7)
A,55,48,14.89,Increased Capacity (1-7)
A,57,61,12.86,Increased Capacity (1-7)
A,59,64,13.61,Increased Capacity (1-7)
A,54,60,15.17,Increased Capacity (1-7)
A,55,49,15.32,Increased Capacity (1-7)
