SimID;Strategy;Strategy Label;Total Output;End WIP;Avg Cycle Time
5939;A;Increased Capacity (1-7);54;65;16
5940;A;Increased Capacity (1-7);60;61;13,96
5941;A;Increased Capacity (1-7);58;69;12,91
5942;A;Increased Capacity (1-7);57;58;15,29
5943;A;Increased Capacity (1-7);52;68;16,62
5944;A;Increased Capacity (1-7);57;47;14,5
5945;A;Increased Capacity (1-7);50;51;15,86
5946;A;Increased Capacity (1-7);60;65;13,33
5947;A;Increased Capacity (1-7);56;64;16,2
5948;A;Increased Capacity (1-7);60;62;14,83
5949;A;Increased Capacity (1-7);60;41;13,08
5950;A;Increased Capacity (1-7);56;67;15,3
5951;A;Increased Capacity (1-7);65;58;14,07
5952;A;Increased Capacity (1-7);57;54;13,29
5953;A;Increased Capacity (1-7);58;39;13,27
5954;A;Increased Capacity (1-7);59;58;14,57
5955;A;Increased Capacity (1-7);58;46;13,5
5956;A;Increased Capacity (1-7);62;60;15,15
5957;A;Increased Capacity (1-7);62;42;13,23
5958;A;Increased Capacity (1-7);59;56;13,48
5959;A;Increased Capacity (1-7);56;38;11,6
5960;A;Increased Capacity (1-7);52;62;15,69
5961;A;Increased Capacity (1-7);62;45;14,38
5962;A;Increased Capacity (1-7);56;51;13,05
5963;A;Increased Capacity (1-7);57;57;15,24
5964;A;Increased Capacity (1-7);59;43;13,22
5965;A;Increased Capacity (1-7);54;58;16,06
5966;A;Increased Capacity (1-7);56;77;15,1
5967;A;Increased Capacity (1-7);62;57;14,5
5968;A;Increased Capacity (1-7);58;61;13,77
5969;A;Increased Capacity (1-7);53;47;13,29
5970;A;Increased Capacity (1-7);65;43;13,9
5971;A;Increased Capacity (1-7);62;62;13,96
5972;A;Increased Capacity (1-7);64;69;14,79
5973;A;Increased Capacity (1-7);53;79;15,47
5974;A;Increased Capacity (1-7);48;70;15,92
5975;A;Increased Capacity (1-7);50;68;15,36
5976;A;Increased Capacity (1-7);52;52;16,25
5977;A;Increased Capacity (1-7);52;60;14,56
5978;A;Increased Capacity (1-7);56;57;14,95
5979;A;Increased Capacity (1-7);62;45;12,85
5980;A;Increased Capacity (1-7);57;47;12,05
5981;A;Increased Capacity (1-7);57;62;14,86
5982;A;Increased Capacity (1-7);59;59;13
5983;A;Increased Capacity (1-7);56;65;14,5
5984;A;Increased Capacity (1-7);53;57;14,47
5985;A;Increased Capacity (1-7);59;49;13,78
5986;A;Increased Capacity (1-7);58;64;13,09
5987;A;Increased Capacity (1-7);59;38;12,65
5988;A;Increased Capacity (1-7);64;56;14,07
5989;A;Increased Capacity (1-7);59;48;14
5990;A;Increased Capacity (1-7);56;55;14,9
5991;A;Increased Capacity (1-7);60;53;14,58
5992;A;Increased Capacity (1-7);56;63;13,8
5993;A;Increased Capacity (1-7);54;63;14,56
5994;A;Increased Capacity (1-7);55;78;15,95
5995;A;Increased Capacity (1-7);56;67;14,45
5996;A;Increased Capacity (1-7);55;54;13,84
5997;A;Increased Capacity (1-7);58;73;15,45
5998;A;Increased Capacity (1-7);53;63;16
5999;A;Increased Capacity (1-7);56;64;15,4
6000;B;Reduced Variability (2-5);58;39;14
6001;B;Reduced Variability (2-5);64;37;12,18
6002;B;Reduced Variability (2-5);61;48;13,04
6003;B;Reduced Variability (2-5);62;44;13,42
6004;B;Reduced Variability (2-5);60;48;14,08
6005;B;Reduced Variability (2-5);56;44;13,6
6006;B;Reduced Variability (2-5);57;46;13,71
6007;B;Reduced Variability (2-5);55;54;14,16
6008;B;Reduced Variability (2-5);63;40;13,48
6009;B;Reduced Variability (2-5);61;50;13,76
6010;B;Reduced Variability (2-5);61;40;12,88
6011;B;Reduced Variability (2-5);52;53;15
6012;B;Reduced Variability (2-5);57;52;13,33
6013;B;Reduced Variability (2-5);62;53;13,28
6014;B;Reduced Variability (2-5);60;47;14,75
6015;B;Reduced Variability (2-5);58;44;14,55
6016;B;Reduced Variability (2-5);62;48;12,38
6017;B;Reduced Variability (2-5);62;50;13,19
6018;B;Reduced Variability (2-5);63;42;13,22
6019;B;Reduced Variability (2-5);60;47;12,04
6020;B;Reduced Variability (2-5);63;37;12,44
6021;B;Reduced Variability (2-5);64;45;12,43
6022;B;Reduced Variability (2-5);60;43;12,88
6023;B;Reduced Variability (2-5);62;43;12,73
6024;B;Reduced Variability (2-5);61;43;13,48
6025;B;Reduced Variability (2-5);53;55;15
6026;B;Reduced Variability (2-5);59;48;12,83
6027;B;Reduced Variability (2-5);57;43;13,33
6028;B;Reduced Variability (2-5);59;49;14
6029;B;Reduced Variability (2-5);55;50;14,74
6030;B;Reduced Variability (2-5);62;32;13,04
6031;B;Reduced Variability (2-5);55;42;14,11
6032;B;Reduced Variability (2-5);59;47;13,43
6033;B;Reduced Variability (2-5);59;43;14,43
6034;B;Reduced Variability (2-5);60;47;13,88
6035;B;Reduced Variability (2-5);57;46;14,71
6036;B;Reduced Variability (2-5);61;40;13,68
6037;B;Reduced Variability (2-5);62;41;13,12
6038;B;Reduced Variability (2-5);59;40;12,09
6039;B;Reduced Variability (2-5);63;45;13,11
6040;B;Reduced Variability (2-5);60;42;13,58
6041;B;Reduced Variability (2-5);55;58;14,68
6042;B;Reduced Variability (2-5);62;47;13,5
6043;B;Reduced Variability (2-5);65;44;12,14
6044;B;Reduced Variability (2-5);56;58;14,1
6045;B;Reduced Variability (2-5);58;54;13,68
6046;B;Reduced Variability (2-5);61;51;14
6047;B;Reduced Variability (2-5);58;52;14,59
6048;B;Reduced Variability (2-5);62;44;12,65
6049;B;Reduced Variability (2-5);60;53;15,12
6050;B;Reduced Variability (2-5);57;41;13,95
6051;B;Reduced Variability (2-5);57;51;14,05
6052;B;Reduced Variability (2-5);62;41;12,88
6053;B;Reduced Variability (2-5);62;33;13,42
6054;B;Reduced Variability (2-5);58;57;13,91
6055;B;Reduced Variability (2-5);59;46;12,74
6056;B;Reduced Variability (2-5);57;50;14,33
6057;B;Reduced Variability (2-5);55;60;15,68
6058;B;Reduced Variability (2-5);61;42;13,8
6059;B;Reduced Variability (2-5);63;42;13,37
6060;B;Reduced Variability (2-5);57;42;13,62
6061;B;Reduced Variability (2-5);57;55;14,1
6062;B;Reduced Variability (2-5);62;43;11,54
6063;B;Reduced Variability (2-5);56;52;15,05
6064;B;Reduced Variability (2-5);59;46;14,35
6065;B;Reduced Variability (2-5);63;43;12,33
6066;B;Reduced Variability (2-5);63;46;13,44
6067;B;Reduced Variability (2-5);60;48;13,42
6068;B;Reduced Variability (2-5);59;49;13,87
6069;B;Reduced Variability (2-5);58;41;12,64
6070;B;Reduced Variability (2-5);61;51;12,79
6071;B;Reduced Variability (2-5);55;54;14,42
6072;B;Reduced Variability (2-5);61;37;12,56
6073;B;Reduced Variability (2-5);61;37;12,2
6074;B;Reduced Variability (2-5);57;46;12,9
6075;B;Reduced Variability (2-5);58;55;13,95
6076;B;Reduced Variability (2-5);64;42;13,64
6077;B;Reduced Variability (2-5);59;53;14,65
6078;B;Reduced Variability (2-5);59;49;12,57
6079;B;Reduced Variability (2-5);61;40;12,36
6080;B;Reduced Variability (2-5);58;48;13,41
6081;B;Reduced Variability (2-5);57;51;14,19
6082;B;Reduced Variability (2-5);59;46;14,48
6083;B;Reduced Variability (2-5);59;47;13,26
6084;B;Reduced Variability (2-5);59;46;14,96
6085;B;Reduced Variability (2-5);61;50;13,64
6086;B;Reduced Variability (2-5);63;35;13,07
6087;B;Reduced Variability (2-5);61;42;13,48
6088;B;Reduced Variability (2-5);60;41;13,08
6089;B;Reduced Variability (2-5);61;44;12,92
6090;B;Reduced Variability (2-5);63;44;13,78
6091;B;Reduced Variability (2-5);55;53;14,47
6092;B;Reduced Variability (2-5);60;43;12,79
6093;B;Reduced Variability (2-5);61;46;14
6094;B;Reduced Variability (2-5);60;55;14,12
6095;B;Reduced Variability (2-5);57;33;12,86
6096;B;Reduced Variability (2-5);58;47;15,23
6097;B;Reduced Variability (2-5);56;50;13,9
6098;B;Reduced Variability (2-5);60;48;13,79
6099;B;Reduced Variability (2-5);59;53;13,83
6100;B;Reduced Variability (2-5);62;40;13,85
6101;B;Reduced Variability (2-5);61;46;13,4
6102;B;Reduced Variability (2-5);59;44;13,09
6103;B;Reduced Variability (2-5);61;41;12,48
6104;B;Reduced Variability (2-5);63;39;13,59
6105;B;Reduced Variability (2-5);57;44;13,57
6106;B;Reduced Variability (2-5);64;49;14
6107;B;Reduced Variability (2-5);56;57;14,84
6108;B;Reduced Variability (2-5);61;39;11,8
6109;B;Reduced Variability (2-5);55;45;13,68
6110;B;Reduced Variability (2-5);60;38;14,25
6111;B;Reduced Variability (2-5);60;39;13,25
6112;B;Reduced Variability (2-5);61;39;12,36
6113;B;Reduced Variability (2-5);60;48;13,29
6114;B;Reduced Variability (2-5);62;40;13,31
6115;B;Reduced Variability (2-5);55;44;14,68
6116;B;Reduced Variability (2-5);61;46;12,84
6117;B;Reduced Variability (2-5);61;47;13,64
6118;B;Reduced Variability (2-5);61;39;13,8
6119;B;Reduced Variability (2-5);60;46;13,46
6120;B;Reduced Variability (2-5);59;42;13,78
6121;B;Reduced Variability (2-5);57;44;13,95
6122;B;Reduced Variability (2-5);61;47;13,64
6123;B;Reduced Variability (2-5);60;49;14,21
6124;B;Reduced Variability (2-5);59;54;13,78
6125;B;Reduced Variability (2-5);62;53;12,96
6126;B;Reduced Variability (2-5);58;55;14,18
6127;B;Reduced Variability (2-5);59;47;12,09
6128;B;Reduced Variability (2-5);56;60;14,45
6129;B;Reduced Variability (2-5);61;53;13,8
6130;B;Reduced Variability (2-5);62;44;12,19
6131;B;Reduced Variability (2-5);59;39;12,61
6132;B;Reduced Variability (2-5);58;48;14,59
6133;B;Reduced Variability (2-5);54;59;13,89
6134;B;Reduced Variability (2-5);61;42;12,88
6135;B;Reduced Variability (2-5);61;43;13,04
6136;B;Reduced Variability (2-5);63;43;13,04
6137;B;Reduced Variability (2-5);60;41;12,79
6138;B;Reduced Variability (2-5);63;44;12,52
6139;B;Reduced Variability (2-5);58;49;13,82
6140;B;Reduced Variability (2-5);56;46;14,85
6141;B;Reduced Variability (2-5);58;50;12,45
6142;B;Reduced Variability (2-5);59;50;13,52
6143;B;Reduced Variability (2-5);62;47;13,35
6144;B;Reduced Variability (2-5);62;49;13,5
6145;B;Reduced Variability (2-5);64;39;12,93
6146;B;Reduced Variability (2-5);56;57;14,1
6147;B;Reduced Variability (2-5);60;50;14,29
6148;B;Reduced Variability (2-5);61;52;13,48
6149;B;Reduced Variability (2-5);63;38;11,7
6150;B;Reduced Variability (2-5);54;54;14,33
6151;B;Reduced Variability (2-5);57;45;14,86
6152;B;Reduced Variability (2-5);60;43;13,38
6153;B;Reduced Variability (2-5);58;52;13,91
6154;B;Reduced Variability (2-5);58;41;13,09
6155;B;Reduced Variability (2-5);53;51;15,53
6156;B;Reduced Variability (2-5);55;43;13
6157;B;Reduced Variability (2-5);59;48;13,91
6158;B;Reduced Variability (2-5);61;40;11,92
6159;B;Reduced Variability (2-5);59;48;13,43
6160;B;Reduced Variability (2-5);58;42;13,64
6161;B;Reduced Variability (2-5);65;44;12,45
6162;B;Reduced Variability (2-5);60;47;13,29
6163;B;Reduced Variability (2-5);61;40;12,08
6164;B;Reduced Variability (2-5);54;50;14,56
6165;B;Reduced Variability (2-5);59;45;13,13
6166;B;Reduced Variability (2-5);61;48;13,84
6167;B;Reduced Variability (2-5);63;42;12,56
6168;B;Reduced Variability (2-5);56;44;13,65
6169;B;Reduced Variability (2-5);57;50;14,52
6170;B;Reduced Variability (2-5);61;35;12,6
6171;B;Reduced Variability (2-5);60;41;13,21
6172;B;Reduced Variability (2-5);60;44;13,96
6173;B;Reduced Variability (2-5);59;46;14
6174;B;Reduced Variability (2-5);57;47;13,81
6175;B;Reduced Variability (2-5);58;38;12,68
6176;B;Reduced Variability (2-5);57;40;12,71
6177;B;Reduced Variability (2-5);58;48;15
6178;B;Reduced Variability (2-5);59;51;14
6179;B;Reduced Variability (2-5);59;52;14,87
6180;B;Reduced Variability (2-5);61;48;13,96
6181;B;Reduced Variability (2-5);61;54;13,56
6182;B;Reduced Variability (2-5);58;41;12,27
6183;B;Reduced Variability (2-5);58;51;13,41
6184;B;Reduced Variability (2-5);60;46;12,71
6185;B;Reduced Variability (2-5);63;41;12,81
6186;B;Reduced Variability (2-5);60;37;12,38
6187;B;Reduced Variability (2-5);60;55;13,21
6188;B;Reduced Variability (2-5);59;47;14,3
6189;B;Reduced Variability (2-5);60;45;13,71
6190;B;Reduced Variability (2-5);62;47;13,88
6191;B;Reduced Variability (2-5);60;49;13,67
6192;B;Reduced Variability (2-5);56;55;14,2
6193;B;Reduced Variability (2-5);61;45;12,96
6194;B;Reduced Variability (2-5);61;46;12,04
6195;B;Reduced Variability (2-5);61;35;11,92
6196;B;Reduced Variability (2-5);62;41;12,73
6197;B;Reduced Variability (2-5);60;47;13,83
6198;B;Reduced Variability (2-5);62;54;14,08
6199;B;Reduced Variability (2-5);61;44;13,6
6200;B;Reduced Variability (2-5);62;48;13,46
6201;B;Reduced Variability (2-5);53;54;14,94
6202;B;Reduced Variability (2-5);58;54;13,55
6203;B;Reduced Variability (2-5);60;53;13,38
6204;B;Reduced Variability (2-5);59;47;13
6205;B;Reduced Variability (2-5);59;43;12,48
6206;B;Reduced Variability (2-5);55;46;13,68
6207;B;Reduced Variability (2-5);60;46;13,46
6208;B;Reduced Variability (2-5);59;47;14,09
6209;B;Reduced Variability (2-5);60;44;13,42
6210;B;Reduced Variability (2-5);60;43;13,25
6211;B;Reduced Variability (2-5);62;41;12,92
6212;B;Reduced Variability (2-5);59;49;14,17
6213;B;Reduced Variability (2-5);60;39;12,62
6214;B;Reduced Variability (2-5);61;46;13,72
6215;B;Reduced Variability (2-5);55;50;13,53
6216;B;Reduced Variability (2-5);59;37;13,39
6217;B;Reduced Variability (2-5);53;60;15,29
6218;B;Reduced Variability (2-5);61;39;12,8
6219;B;Reduced Variability (2-5);60;50;12,62
6220;B;Reduced Variability (2-5);57;51;12,81
6221;B;Reduced Variability (2-5);60;53;14,83
6222;B;Reduced Variability (2-5);63;39;13,33
6223;B;Reduced Variability (2-5);61;42;14,12
6224;B;Reduced Variability (2-5);61;52;13,84
6225;B;Reduced Variability (2-5);62;39;12,08
6226;B;Reduced Variability (2-5);63;44;13,11
6227;B;Reduced Variability (2-5);59;53;13,65
6228;B;Reduced Variability (2-5);63;45;11,56
6229;B;Reduced Variability (2-5);61;45;13,08
6230;B;Reduced Variability (2-5);59;41;13,83
6231;B;Reduced Variability (2-5);57;56;14,38
6232;B;Reduced Variability (2-5);56;49;13,55
6233;B;Reduced Variability (2-5);60;49;14,62
6234;B;Reduced Variability (2-5);57;47;13,62
6235;B;Reduced Variability (2-5);59;52;14,43
6236;B;Reduced Variability (2-5);60;44;13,96
6237;B;Reduced Variability (2-5);63;51;13,93
6238;B;Reduced Variability (2-5);61;41;13,32
6239;B;Reduced Variability (2-5);58;48;14,41
6240;B;Reduced Variability (2-5);55;55;14,53
6241;B;Reduced Variability (2-5);60;47;13,79
6242;B;Reduced Variability (2-5);59;59;14,78
6243;B;Reduced Variability (2-5);61;47;12,72
6244;B;Reduced Variability (2-5);61;39;13,52
6245;B;Reduced Variability (2-5);60;33;13,21
6246;B;Reduced Variability (2-5);61;52;13,04
6247;B;Reduced Variability (2-5);57;55;14,62
6248;B;Reduced Variability (2-5);61;43;12,92
6249;B;Reduced Variability (2-5);61;43;14,2
6250;B;Reduced Variability (2-5);61;45;13,84
6251;B;Reduced Variability (2-5);58;50;14,23
6252;B;Reduced Variability (2-5);60;57;13,38
6253;B;Reduced Variability (2-5);60;51;13,62
6254;B;Reduced Variability (2-5);59;42;13,96
6255;B;Reduced Variability (2-5);63;56;13,81
6256;B;Reduced Variability (2-5);61;44;13,6
6257;B;Reduced Variability (2-5);61;44;13,2
6258;B;Reduced Variability (2-5);60;47;13,75
6259;B;Reduced Variability (2-5);58;50;14,05
6260;B;Reduced Variability (2-5);63;37;13,33
6261;B;Reduced Variability (2-5);58;45;13,41
6262;B;Reduced Variability (2-5);60;43;13,33
6263;B;Reduced Variability (2-5);61;43;12,6
6264;B;Reduced Variability (2-5);62;47;12,72
6265;B;Reduced Variability (2-5);57;46;13,48
6266;B;Reduced Variability (2-5);62;56;13,35
6267;B;Reduced Variability (2-5);58;51;13,55
6268;B;Reduced Variability (2-5);60;48;14,17
6269;B;Reduced Variability (2-5);61;46;13,36
6270;B;Reduced Variability (2-5);62;47;13,12
6271;B;Reduced Variability (2-5);57;50;14,24
6272;B;Reduced Variability (2-5);63;41;12,67
6273;B;Reduced Variability (2-5);62;41;13
6274;B;Reduced Variability (2-5);62;39;13,46
6275;B;Reduced Variability (2-5);56;63;13,3
6276;B;Reduced Variability (2-5);60;40;13,5
6277;B;Reduced Variability (2-5);64;33;13,14
6278;B;Reduced Variability (2-5);61;53;13,76
6279;B;Reduced Variability (2-5);58;44;13,91
6280;B;Reduced Variability (2-5);57;47;13,38
6281;B;Reduced Variability (2-5);61;45;12,84
6282;B;Reduced Variability (2-5);61;45;13,16
6283;B;Reduced Variability (2-5);57;51;14,81
6284;B;Reduced Variability (2-5);58;49;13,27
6285;B;Reduced Variability (2-5);59;40;13,74
6286;B;Reduced Variability (2-5);60;45;13,42
6287;B;Reduced Variability (2-5);58;48;13,5
6288;B;Reduced Variability (2-5);62;35;13,15
6289;B;Reduced Variability (2-5);63;37;12,48
6290;B;Reduced Variability (2-5);52;46;15,31
6291;B;Reduced Variability (2-5);63;34;12,7
6292;B;Reduced Variability (2-5);55;51;13,68
6293;B;Reduced Variability (2-5);61;41;14,04
6294;B;Reduced Variability (2-5);59;39;13,57
6295;B;Reduced Variability (2-5);60;40;13,96
6296;B;Reduced Variability (2-5);56;51;14,6
6297;B;Reduced Variability (2-5);60;47;12,42
6298;B;Reduced Variability (2-5);60;46;13,04
6299;B;Reduced Variability (2-5);58;49;13,95
6300;B;Reduced Variability (2-5);57;49;13,57
6301;B;Reduced Variability (2-5);56;58;14,9
6302;B;Reduced Variability (2-5);62;48;13,81
6303;B;Reduced Variability (2-5);61;36;13,28
6304;B;Reduced Variability (2-5);59;48;13,87
6305;B;Reduced Variability (2-5);61;51;13,44
6306;B;Reduced Variability (2-5);60;37;12,96
6307;B;Reduced Variability (2-5);61;40;13
6308;B;Reduced Variability (2-5);57;54;12,95
6309;B;Reduced Variability (2-5);57;41;12,9
6310;B;Reduced Variability (2-5);61;39;12,52
6311;B;Reduced Variability (2-5);55;49;14,32
6312;B;Reduced Variability (2-5);61;52;13,56
6313;B;Reduced Variability (2-5);59;49;13,52
6314;B;Reduced Variability (2-5);62;40;13,38
6315;B;Reduced Variability (2-5);58;43;13,45
6316;B;Reduced Variability (2-5);62;44;13,31
6317;B;Reduced Variability (2-5);61;35;12,24
6318;B;Reduced Variability (2-5);57;50;14,52
6319;B;Reduced Variability (2-5);59;46;13,13
6320;B;Reduced Variability (2-5);59;57;13,65
6321;B;Reduced Variability (2-5);61;52;13
6322;B;Reduced Variability (2-5);60;34;12,79
6323;B;Reduced Variability (2-5);62;50;13,12
6324;B;Reduced Variability (2-5);54;51;14,67
6325;B;Reduced Variability (2-5);56;49;14,15
6326;B;Reduced Variability (2-5);60;47;13,42
6327;B;Reduced Variability (2-5);59;38;13,91
6328;B;Reduced Variability (2-5);60;48;13,88
6329;B;Reduced Variability (2-5);61;43;13,16
6330;B;Reduced Variability (2-5);57;47;14,67
6331;B;Reduced Variability (2-5);57;46;14,19
6332;B;Reduced Variability (2-5);59;48;13,52
6333;B;Reduced Variability (2-5);64;45;12,96
6334;B;Reduced Variability (2-5);59;46;13,04
6335;B;Reduced Variability (2-5);59;44;13,52
6336;B;Reduced Variability (2-5);59;48;13,61
6337;B;Reduced Variability (2-5);60;51;14,38
6338;B;Reduced Variability (2-5);61;48;13,8
6339;B;Reduced Variability (2-5);57;57;13,52
6340;B;Reduced Variability (2-5);59;38;13,61
6341;B;Reduced Variability (2-5);59;43;13,96
6342;B;Reduced Variability (2-5);62;46;13,54
6343;B;Reduced Variability (2-5);60;48;13,79
6344;B;Reduced Variability (2-5);57;48;14,29
6345;B;Reduced Variability (2-5);57;48;14,57
6346;B;Reduced Variability (2-5);59;53;13,87
6347;B;Reduced Variability (2-5);64;44;14,25
6348;B;Reduced Variability (2-5);61;47;13,24
6349;B;Reduced Variability (2-5);58;54;14,09
6350;B;Reduced Variability (2-5);62;47;14
6351;B;Reduced Variability (2-5);61;52;13,92
6352;B;Reduced Variability (2-5);57;43;14,43
6353;B;Reduced Variability (2-5);58;47;13,32
6354;B;Reduced Variability (2-5);62;50;13,96
6355;B;Reduced Variability (2-5);60;43;14,12
6356;B;Reduced Variability (2-5);59;43;13,52
6357;B;Reduced Variability (2-5);59;44;14
6358;B;Reduced Variability (2-5);60;48;13,75
6359;B;Reduced Variability (2-5);58;59;13,91
6360;B;Reduced Variability (2-5);62;43;13,12
6361;B;Reduced Variability (2-5);58;55;14,59
6362;B;Reduced Variability (2-5);58;49;13,14
6363;B;Reduced Variability (2-5);59;56;14
6364;B;Reduced Variability (2-5);62;42;12,69
6365;B;Reduced Variability (2-5);60;45;14
6366;B;Reduced Variability (2-5);61;48;13,6
6367;B;Reduced Variability (2-5);57;45;13,67
6368;B;Reduced Variability (2-5);63;43;13,11
6369;B;Reduced Variability (2-5);61;52;13,2
6370;B;Reduced Variability (2-5);54;58;14,67
6371;B;Reduced Variability (2-5);60;53;14,21
6372;B;Reduced Variability (2-5);57;41;14,76
6373;B;Reduced Variability (2-5);63;52;12,93
6374;B;Reduced Variability (2-5);59;45;13,04
6375;B;Reduced Variability (2-5);60;48;12,33
6376;B;Reduced Variability (2-5);59;45;14,13
6377;B;Reduced Variability (2-5);58;48;13,68
6378;B;Reduced Variability (2-5);55;58;14,89
6379;B;Reduced Variability (2-5);59;45;13,57
6380;B;Reduced Variability (2-5);56;49;13,25
6381;B;Reduced Variability (2-5);60;46;14,25
6382;B;Reduced Variability (2-5);63;40;12,11
6383;B;Reduced Variability (2-5);61;41;14,12
6384;B;Reduced Variability (2-5);61;42;13,64
6385;B;Reduced Variability (2-5);58;51;13,73
6386;B;Reduced Variability (2-5);63;40;13,15
6387;B;Reduced Variability (2-5);56;51;15,1
6388;B;Reduced Variability (2-5);61;51;14,48
6389;B;Reduced Variability (2-5);59;47;14,04
6390;B;Reduced Variability (2-5);59;58;15
6391;B;Reduced Variability (2-5);63;44;13,85
6392;B;Reduced Variability (2-5);56;47;14,5
6393;B;Reduced Variability (2-5);59;39;13,3
6394;B;Reduced Variability (2-5);62;43;12,77
6395;B;Reduced Variability (2-5);57;52;14
6396;B;Reduced Variability (2-5);60;45;12,79
6397;B;Reduced Variability (2-5);61;41;12,92
6398;B;Reduced Variability (2-5);57;43;13
6399;B;Reduced Variability (2-5);58;48;13,36
6400;B;Reduced Variability (2-5);61;49;13,16
6401;B;Reduced Variability (2-5);53;60;15,24
6402;B;Reduced Variability (2-5);58;49;13,64
6403;B;Reduced Variability (2-5);60;43;14,71
6404;B;Reduced Variability (2-5);61;39;11,44
6405;B;Reduced Variability (2-5);59;41;12,87
6406;B;Reduced Variability (2-5);56;53;14,3
6407;B;Reduced Variability (2-5);59;54;14,39
6408;B;Reduced Variability (2-5);61;40;13,28
6409;B;Reduced Variability (2-5);62;44;14,96
6410;B;Reduced Variability (2-5);61;50;14,12
6411;B;Reduced Variability (2-5);58;48;14,64
6412;B;Reduced Variability (2-5);58;54;14,18
6413;B;Reduced Variability (2-5);63;41;12,33
6414;B;Reduced Variability (2-5);62;43;13,58
6415;B;Reduced Variability (2-5);56;47;15,05
6416;B;Reduced Variability (2-5);61;44;13,76
6417;B;Reduced Variability (2-5);60;41;12,96
6418;B;Reduced Variability (2-5);59;47;12,57
6419;B;Reduced Variability (2-5);58;44;14,55
6420;B;Reduced Variability (2-5);58;43;13,18
6421;B;Reduced Variability (2-5);61;38;13,8
6422;B;Reduced Variability (2-5);61;41;13,4
6423;B;Reduced Variability (2-5);54;58;15,22
6424;B;Reduced Variability (2-5);61;44;13,84
6425;B;Reduced Variability (2-5);60;49;13,92
6426;B;Reduced Variability (2-5);60;51;14,29
6427;B;Reduced Variability (2-5);57;50;14,71
6428;B;Reduced Variability (2-5);61;48;12,76
6429;B;Reduced Variability (2-5);61;45;13,44
6430;B;Reduced Variability (2-5);59;50;13,74
6431;B;Reduced Variability (2-5);60;40;13,54
6432;B;Reduced Variability (2-5);60;51;14,38
6433;B;Reduced Variability (2-5);56;47;13,75
6434;B;Reduced Variability (2-5);63;41;12,15
6435;B;Reduced Variability (2-5);60;49;13,25
6436;B;Reduced Variability (2-5);63;38;13
6437;B;Reduced Variability (2-5);56;44;14,1
6438;B;Reduced Variability (2-5);55;48;14,79
6439;B;Reduced Variability (2-5);59;36;12,83
6440;B;Reduced Variability (2-5);59;49;14,35
6441;B;Reduced Variability (2-5);60;48;12,96
6442;B;Reduced Variability (2-5);59;53;13,7
6443;B;Reduced Variability (2-5);57;52;14,76
6444;B;Reduced Variability (2-5);62;47;12,08
6445;B;Reduced Variability (2-5);59;41;13,26
6446;B;Reduced Variability (2-5);58;49;13,59
6447;B;Reduced Variability (2-5);61;43;14,24
6448;B;Reduced Variability (2-5);58;52;14,09
6449;B;Reduced Variability (2-5);60;41;12,92
6450;B;Reduced Variability (2-5);61;50;12,84
6451;B;Reduced Variability (2-5);61;40;13,56
6452;B;Reduced Variability (2-5);59;52;14,52
6453;B;Reduced Variability (2-5);62;50;13,54
6454;B;Reduced Variability (2-5);62;41;12,65
6455;B;Reduced Variability (2-5);62;44;14,81
6456;B;Reduced Variability (2-5);57;50;14,62
6457;B;Reduced Variability (2-5);59;50;13,78
6458;B;Reduced Variability (2-5);58;49;13,95
6459;B;Reduced Variability (2-5);62;44;13,38
6460;B;Reduced Variability (2-5);61;45;12,8
6461;B;Reduced Variability (2-5);57;46;14,24
6462;B;Reduced Variability (2-5);60;49;14,33
6463;B;Reduced Variability (2-5);59;49;13,83
6464;B;Reduced Variability (2-5);59;47;13,43
6465;B;Reduced Variability (2-5);55;45;14,79
6466;B;Reduced Variability (2-5);59;49;14,65
6467;B;Reduced Variability (2-5);62;39;13,96
6468;B;Reduced Variability (2-5);60;52;14,12
6469;B;Reduced Variability (2-5);63;39;13,04
6470;B;Reduced Variability (2-5);59;45;13,35
6471;B;Reduced Variability (2-5);58;55;14,5
6472;B;Reduced Variability (2-5);58;47;14,27
6473;B;Reduced Variability (2-5);57;41;13,81
6474;B;Reduced Variability (2-5);60;51;13,29
6475;B;Reduced Variability (2-5);59;51;14,3
6476;B;Reduced Variability (2-5);62;38;12,42
6477;B;Reduced Variability (2-5);59;38;13,65
6478;B;Reduced Variability (2-5);60;52;14,42
6479;B;Reduced Variability (2-5);59;51;13,91
6480;B;Reduced Variability (2-5);59;46;13,48
6481;B;Reduced Variability (2-5);62;39;11,92
6482;B;Reduced Variability (2-5);63;42;12,63
6483;B;Reduced Variability (2-5);61;48;12,8
6484;B;Reduced Variability (2-5);62;50;12,73
6485;B;Reduced Variability (2-5);60;45;13,71
6486;B;Reduced Variability (2-5);58;51;14,36
6487;B;Reduced Variability (2-5);61;51;14,04
6488;B;Reduced Variability (2-5);60;40;13,88
6489;B;Reduced Variability (2-5);62;43;13,23
6490;B;Reduced Variability (2-5);63;47;13,56
6491;B;Reduced Variability (2-5);59;52;14,13
6492;B;Reduced Variability (2-5);62;50;14,19
6493;B;Reduced Variability (2-5);60;49;14,08
6494;B;Reduced Variability (2-5);56;49;14,3
6495;B;Reduced Variability (2-5);62;37;11,92
6496;B;Reduced Variability (2-5);64;51;12,75
6497;B;Reduced Variability (2-5);61;41;13,32
6498;B;Reduced Variability (2-5);54;52;14,06
