SimID;Strategy;Strategy Label;Total Output;End WIP;Avg Cycle Time
1872;original;Base Game;51;55;15,8
1873;original;Base Game;49;55;16,31
1874;original;Base Game;58;43;14,23
1875;original;Base Game;57;41;14,48
1876;original;Base Game;57;47;13,38
1877;original;Base Game;53;67;15,12
1878;original;Base Game;54;70;15,5
1879;original;Base Game;46;81;17,6
1880;original;Base Game;47;52;16,91
1881;original;Base Game;53;60;16,29
1882;original;Base Game;56;46;13,7
1883;original;Base Game;52;46;14,44
1884;original;Base Game;55;54;14,37
1885;original;Base Game;52;53;15,06
1886;original;Base Game;57;45;13,86
1887;original;Base Game;51;56;15,53
1888;original;Base Game;52;43;15,38
1889;original;Base Game;53;57;14,88
1890;original;Base Game;56;58;15,55
1891;original;Base Game;50;54;15,07
1892;original;Base Game;54;49;14
1893;original;Base Game;51;38;14,07
1894;original;Base Game;50;62;16,57
1895;original;Base Game;50;52;14,86
1896;original;Base Game;53;41;13,82
1897;original;Base Game;58;46;14,09
1898;original;Base Game;49;67;16,62
1899;original;Base Game;54;43;15
1900;original;Base Game;52;42;15,56
1901;original;Base Game;50;67;16,29
1902;original;Base Game;57;53;14,05
1903;original;Base Game;53;63;15,94
1904;original;Base Game;52;46;13,94
1905;original;Base Game;57;49;15,62
1906;original;Base Game;55;54;15,84
1907;original;Base Game;51;46;14,4
1908;original;Base Game;60;60;14,92
1909;original;Base Game;51;57;16,13
1910;original;Base Game;51;59;15,13
1911;original;Base Game;54;63;15,33
1912;original;Base Game;46;57;16
1913;original;Base Game;52;56;14,88
1914;original;Base Game;54;55;15,5
1915;original;Base Game;51;39;16,07
1916;original;Base Game;50;50;17
1917;original;Base Game;56;50;14,5
1918;original;Base Game;53;54;16,47
1919;original;Base Game;57;56;15,38
1920;original;Base Game;49;56;16,38
1921;original;Base Game;51;58;16,27
1922;original;Base Game;43;70;17,71
1923;original;Base Game;48;59;17,17
1924;original;Base Game;53;55;16,24
1925;original;Base Game;55;53;13,26
1926;original;Base Game;55;45;15,74
1927;original;Base Game;50;59;15,86
1928;original;Base Game;56;61;15,45
1929;original;Base Game;52;40;13,81
1930;original;Base Game;58;35;14,09
1931;original;Base Game;44;54;18,5
1932;original;Base Game;49;49;15,38
1933;original;Base Game;57;62;14,33
1934;original;Base Game;51;61;15,8
1935;original;Base Game;53;62;15,76
1936;original;Base Game;52;45;14,94
1937;original;Base Game;55;43;13,63
1938;original;Base Game;54;65;14,72
1939;original;Base Game;48;63;17,5
1940;original;Base Game;54;41;14,94
1941;original;Base Game;58;45;14
1942;original;Base Game;56;50;15,3
1943;original;Base Game;57;62;14,95
1944;original;Base Game;52;61;13,88
1945;original;Base Game;52;59;15,38
1946;original;Base Game;54;61;15,33
1947;original;Base Game;57;61;14,81
1948;original;Base Game;50;59;15,57
1949;original;Base Game;50;63;13,79
1950;original;Base Game;54;51;12,83
1951;original;Base Game;52;58;16,56
1952;original;Base Game;50;68;14,71
1953;original;Base Game;52;50;16,31
1954;original;Base Game;56;57;14,85
1955;original;Base Game;55;54;14,11
1956;original;Base Game;55;47;13,68
1957;original;Base Game;52;56;15,31
1958;original;Base Game;55;48;15,32
1959;original;Base Game;54;49;15,56
1960;original;Base Game;54;52;15,17
1961;original;Base Game;52;57;16,12
1962;original;Base Game;50;53;16,64
1963;original;Base Game;45;59;17,67
1964;original;Base Game;52;55;16,25
1965;original;Base Game;52;46;14,38
1966;original;Base Game;56;61;14,55
1967;original;Base Game;50;60;15,43
1968;original;Base Game;56;44;13,65
1969;original;Base Game;47;64;15,45
1970;original;Base Game;52;36;13,75
1971;original;Base Game;53;42;14,29
1972;original;Base Game;59;47;13,48
1973;original;Base Game;53;61;16
1974;original;Base Game;48;38;17,08
1975;original;Base Game;46;63;17
1976;original;Base Game;52;59;14,56
1977;original;Base Game;57;58;15,52
1978;original;Base Game;50;38;17,21
1979;original;Base Game;53;61;16,41
1980;original;Base Game;52;44;15,56
1981;original;Base Game;52;56;14
1982;original;Base Game;55;48;15,47
1983;original;Base Game;51;75;15,4
1984;original;Base Game;48;52;14,25
1985;original;Base Game;53;55;15,82
1986;original;Base Game;57;42;13,71
1987;original;Base Game;51;51;16,53
1988;original;Base Game;49;63;16,54
1989;original;Base Game;53;63;15,24
1990;original;Base Game;51;47;14,53
1991;original;Base Game;52;53;15,62
1992;original;Base Game;52;62;17,25
1993;original;Base Game;51;45;13,8
1994;original;Base Game;56;47;13,15
1995;original;Base Game;52;52;14,31
1996;original;Base Game;49;52;17,23
1997;original;Base Game;47;53;18
1998;original;Base Game;45;62;17
1999;original;Base Game;49;58;14,69
2000;original;Base Game;55;54;15,11
2001;original;Base Game;52;60;14,5
2002;original;Base Game;55;55;15,42
2003;original;Base Game;51;53;15
2004;original;Base Game;51;53;16,87
2005;original;Base Game;49;53;14,69
2006;original;Base Game;53;61;15,76
2007;original;Base Game;46;46;16,8
2008;original;Base Game;51;43;14,87
2009;original;Base Game;45;59;16
2010;original;Base Game;47;55;15,36
2011;original;Base Game;53;58;14,47
2012;original;Base Game;50;71;16,5
2013;original;Base Game;53;48;13,35
2014;original;Base Game;54;53;15,17
2015;original;Base Game;52;38;15,5
2016;original;Base Game;57;51;15,48
2017;original;Base Game;48;63;17,33
2018;original;Base Game;49;60;14
2019;original;Base Game;56;56;14,35
2020;original;Base Game;52;48;14,81
2021;original;Base Game;56;48;13,55
2022;original;Base Game;52;71;16,06
2023;original;Base Game;57;48;15,67
2024;original;Base Game;42;63;18
2025;original;Base Game;57;53;16,19
2026;original;Base Game;48;64;16,83
2027;original;Base Game;52;58;15,81
2028;original;Base Game;59;49;15,04
2029;original;Base Game;60;48;14,92
2030;original;Base Game;55;43;14,32
2031;original;Base Game;57;52;15,19
2032;original;Base Game;50;64;17
2033;original;Base Game;49;44;15,08
2034;original;Base Game;54;49;15,56
2035;original;Base Game;55;43;14
2036;original;Base Game;50;38;15,57
2037;original;Base Game;55;43;14,58
2038;original;Base Game;54;44;15,33
2039;original;Base Game;55;50;13,47
2040;original;Base Game;52;53;15,19
2041;original;Base Game;51;67;16,67
2042;original;Base Game;49;66;16,62
2043;original;Base Game;52;74;17,56
2044;original;Base Game;44;59;17
2045;original;Base Game;51;51;14,6
2046;original;Base Game;55;43;15,16
2047;original;Base Game;53;42;14,24
2048;original;Base Game;57;39;13,19
2049;original;Base Game;59;53;14,61
2050;original;Base Game;54;46;15,28
2051;original;Base Game;52;49;15
2052;original;Base Game;48;58;16,33
2053;original;Base Game;56;41;15
2054;original;Base Game;49;58;16,54
2055;original;Base Game;56;45;14,5
2056;original;Base Game;52;48;15,38
2057;original;Base Game;53;62;14,65
2058;original;Base Game;49;61;14,69
2059;original;Base Game;52;69;15,5
2060;original;Base Game;55;45;14,21
2061;original;Base Game;50;58;16
2062;original;Base Game;58;50;13,5
2063;original;Base Game;56;47;14,9
2064;original;Base Game;46;56;17,5
2065;original;Base Game;54;57;15
2066;original;Base Game;51;53;16,4
2067;original;Base Game;52;64;14,56
2068;original;Base Game;54;43;14,33
2069;original;Base Game;52;50;16,75
2070;original;Base Game;55;54;14,53
2071;original;Base Game;52;46;14,19
2072;original;Base Game;47;50;17
2073;original;Base Game;53;58;16
2074;original;Base Game;51;62;15,53
2075;original;Base Game;51;52;13,67
2076;original;Base Game;53;62;14,76
2077;original;Base Game;55;45;13,42
2078;original;Base Game;53;55;15,71
2079;original;Base Game;53;61;14,88
2080;original;Base Game;50;47;14,71
2081;original;Base Game;54;66;15,44
2082;original;Base Game;54;51;15,83
2083;original;Base Game;50;65;15,86
2084;original;Base Game;54;50;15,39
2085;original;Base Game;49;49;15,85
2086;original;Base Game;58;48;14,14
2087;original;Base Game;56;66;14,8
2088;original;Base Game;58;55;14,18
2089;original;Base Game;50;62;17
2090;original;Base Game;56;45;15,95
2091;original;Base Game;54;48;14,39
2092;original;Base Game;54;57;15,78
2093;original;Base Game;53;44;15,29
2094;original;Base Game;52;58;16,62
2095;original;Base Game;54;54;14,5
2096;original;Base Game;50;68;14,79
2097;original;Base Game;50;62;16
2098;original;Base Game;58;63;14
2099;original;Base Game;54;55;14,28
2100;original;Base Game;52;60;14,56
2101;original;Base Game;54;40;15,61
2102;original;Base Game;48;72;17,08
2103;original;Base Game;51;47;16,33
2104;original;Base Game;53;66;16,12
2105;original;Base Game;58;56;15,41
2106;original;Base Game;52;58;16,12
2107;original;Base Game;51;51;14,2
2108;original;Base Game;52;54;15,06
2109;original;Base Game;55;47;13,68
2110;original;Base Game;56;56;15,5
2111;original;Base Game;55;59;14,32
2112;original;Base Game;52;59;16,88
2113;original;Base Game;51;62;14,87
2114;original;Base Game;57;48;14,86
2115;original;Base Game;54;59;16,33
2116;original;Base Game;54;56;15,33
2117;original;Base Game;52;41;13,75
2118;original;Base Game;51;51;13,8
2119;original;Base Game;57;45;14,52
2120;original;Base Game;47;47;16,27
2121;original;Base Game;52;54;16,19
2122;original;Base Game;57;36;13,48
2123;original;Base Game;51;59;15,93
2124;original;Base Game;51;53;13,33
2125;original;Base Game;48;65;15,58
2126;original;Base Game;50;47;15,57
2127;original;Base Game;54;53;15,39
2128;original;Base Game;57;51;14,48
2129;original;Base Game;54;44;14,78
2130;original;Base Game;54;57;15,06
2131;original;Base Game;55;60;12,42
2132;original;Base Game;51;49;14,53
2133;original;Base Game;49;58;15,62
2134;original;Base Game;52;50;15,88
2135;original;Base Game;55;34;14,32
2136;original;Base Game;54;54;15,28
2137;original;Base Game;57;53;15,57
2138;original;Base Game;48;68;16,08
2139;original;Base Game;50;50;14,79
2140;original;Base Game;46;46;16,5
2141;original;Base Game;48;52;14,58
2142;original;Base Game;51;52;15,8
2143;original;Base Game;47;55;17,09
2144;original;Base Game;51;54;15,2
2145;original;Base Game;52;68;14,81
2146;original;Base Game;47;56;16,36
2147;original;Base Game;54;50;14,83
2148;original;Base Game;45;50;17,67
2149;original;Base Game;57;50;14,81
2150;original;Base Game;51;57;16,73
2151;original;Base Game;57;64;15,76
2152;original;Base Game;52;60;14,94
2153;original;Base Game;55;64;13,84
2154;original;Base Game;53;67;15,06
2155;original;Base Game;56;57;15,1
2156;original;Base Game;50;50;15,79
2157;original;Base Game;49;58;16,62
2158;original;Base Game;57;54;15,9
2159;original;Base Game;49;65;16,69
2160;original;Base Game;50;64;17,07
2161;original;Base Game;55;38;14,26
2162;original;Base Game;58;55;14
2163;original;Base Game;54;53;15,67
2164;original;Base Game;56;41;12,55
2165;original;Base Game;55;41;13,21
2166;original;Base Game;57;56;14,29
2167;original;Base Game;52;56;16
2168;original;Base Game;53;51;15,47
2169;original;Base Game;54;60;14,83
2170;original;Base Game;52;57;15,88
2171;original;Base Game;55;46;15,21
2172;original;Base Game;52;67;16,75
2173;original;Base Game;56;50;15,85
2174;original;Base Game;48;54;15,58
2175;original;Base Game;55;47;15,53
2176;original;Base Game;56;50;13,75
2177;original;Base Game;53;53;14,71
2178;original;Base Game;53;56;15,71
2179;original;Base Game;57;49;12,95
2180;original;Base Game;50;66;15,36
2181;original;Base Game;54;48;14,22
2182;original;Base Game;49;55;15,62
2183;original;Base Game;48;46;15,33
2184;original;Base Game;58;56;15
2185;original;Base Game;53;72;15,18
2186;original;Base Game;48;42;17,58
2187;original;Base Game;53;58;15,65
2188;original;Base Game;51;61;16,07
2189;original;Base Game;48;58;17,67
2190;original;Base Game;56;57;13,8
2191;original;Base Game;50;46;17
2192;original;Base Game;53;58;15,12
2193;original;Base Game;53;60;14,82
2194;original;Base Game;54;53;15
2195;original;Base Game;53;62;15,24
2196;original;Base Game;52;70;16,19
2197;original;Base Game;53;66;16,59
2198;original;Base Game;50;69;15,64
2199;original;Base Game;55;56;16,53
2200;original;Base Game;55;46;14,53
2201;original;Base Game;49;53;16,15
2202;original;Base Game;50;60;14,36
2203;original;Base Game;50;43;15,14
2204;original;Base Game;49;63;17,31
2205;original;Base Game;56;53;13,75
2206;original;Base Game;58;61;15,5
2207;original;Base Game;51;57;14,47
2208;original;Base Game;52;42;15,06
2209;original;Base Game;50;49;15,71
2210;original;Base Game;48;65;17,67
2211;original;Base Game;51;55;16,07
2212;original;Base Game;50;55;15,21
2213;original;Base Game;57;42;13,1
2214;original;Base Game;49;57;15,69
2215;original;Base Game;50;65;15,93
2216;original;Base Game;55;47;15,16
2217;original;Base Game;54;51;12,94
2218;original;Base Game;54;37;14,22
2219;original;Base Game;50;62;13,71
2220;original;Base Game;51;47;14,93
2221;original;Base Game;55;73;14,84
2222;original;Base Game;41;52;18,6
2223;original;Base Game;57;43;15,71
2224;original;Base Game;50;55;15
2225;original;Base Game;55;43;13,37
2226;original;Base Game;51;52;15,13
2227;original;Base Game;56;62;14,1
2228;original;Base Game;56;61;13,45
2229;original;Base Game;55;43;14,21
2230;original;Base Game;54;56;15,56
2231;original;Base Game;55;57;13,47
2232;original;Base Game;50;43;17,57
2233;original;Base Game;52;53;14,94
2234;original;Base Game;51;52;16,13
2235;original;Base Game;46;51;15,4
2236;original;Base Game;54;33;12,56
2237;original;Base Game;50;46;14,57
2238;original;Base Game;51;55;14,2
2239;original;Base Game;52;53;15,81
2240;original;Base Game;54;45;13,61
2241;original;Base Game;53;54;16,12
2242;original;Base Game;57;43;13,24
2243;original;Base Game;51;54;16,6
2244;original;Base Game;55;50;15,53
2245;original;Base Game;51;56;14,53
2246;original;Base Game;51;54;15,13
2247;original;Base Game;50;43;13,86
2248;original;Base Game;52;57;15,06
2249;original;Base Game;51;60;16,13
2250;original;Base Game;48;54;16,83
2251;original;Base Game;54;61;16,67
2252;original;Base Game;54;38;14,44
2253;original;Base Game;56;52;15,25
2254;original;Base Game;52;51;16,38
2255;original;Base Game;49;45;15,38
2256;original;Base Game;56;60;13,5
2257;original;Base Game;49;57;15,46
2258;original;Base Game;52;47;14,69
2259;original;Base Game;56;43;15,15
2260;original;Base Game;54;56;15,78
2261;original;Base Game;54;49;14,78
2262;original;Base Game;56;50;14,3
2263;original;Base Game;45;57;17,44
2264;original;Base Game;59;48;14,87
2265;original;Base Game;54;53;14,17
2266;original;Base Game;56;44;13,55
2267;original;Base Game;56;40;13,2
2268;original;Base Game;54;64;14
2269;original;Base Game;53;40;13,71
2270;original;Base Game;51;52;16,13
2271;original;Base Game;50;66;15,86
2272;original;Base Game;51;55;14,93
2273;original;Base Game;51;58;15,6
2274;original;Base Game;46;58;17,9
2275;original;Base Game;50;54;14,93
2276;original;Base Game;54;47;15,94
2277;original;Base Game;50;63;14,93
2278;original;Base Game;48;49;15,75
2279;original;Base Game;56;47;13,7
2280;original;Base Game;50;40;14,64
2281;original;Base Game;52;46;16,56
2282;original;Base Game;53;47;14,76
2283;original;Base Game;47;58;16,36
2284;original;Base Game;50;54;16
2285;original;Base Game;57;40;12,71
2286;original;Base Game;46;62;16,5
2287;original;Base Game;55;64;15,47
2288;original;Base Game;54;63;15,94
2289;original;Base Game;48;70;16,42
2290;original;Base Game;55;60;14,21
2291;original;Base Game;56;43;14,2
2292;original;Base Game;53;48;14,41
2293;original;Base Game;54;58;15,72
2294;original;Base Game;47;66;14,73
2295;original;Base Game;55;64;15
2296;original;Base Game;53;51;13,82
2297;original;Base Game;58;44;13,95
2298;original;Base Game;60;39;14,21
2299;original;Base Game;54;51;14,5
2300;original;Base Game;53;59;15,59
2301;original;Base Game;55;50;13,89
2302;original;Base Game;52;50;13,44
2303;original;Base Game;52;50;13,56
2304;original;Base Game;52;71;15,88
2305;original;Base Game;57;54;14,43
2306;original;Base Game;52;52;15,81
2307;original;Base Game;53;46;15,65
2308;original;Base Game;54;57;16,67
2309;original;Base Game;56;46;15,55
2310;original;Base Game;51;61;14,87
2311;original;Base Game;46;55;16,4
2312;original;Base Game;55;49;12,74
2313;original;Base Game;44;71;17,62
2314;original;Base Game;48;60;15,67
2315;original;Base Game;46;50;16,1
2316;original;Base Game;54;47;14,78
2317;original;Base Game;53;55;15,47
2318;original;Base Game;54;42;13,94
2319;original;Base Game;50;53;15,79
2320;original;Base Game;52;58;15,12
2321;original;Base Game;53;44;16,29
2322;original;Base Game;56;42;14,6
2323;original;Base Game;52;52;16,25
2324;original;Base Game;51;57;16,2
2325;original;Base Game;55;49;15,16
2326;original;Base Game;45;63;16,89
2327;original;Base Game;55;49;15,95
2328;original;Base Game;56;54;15,1
2329;original;Base Game;45;66;18,44
2330;original;Base Game;53;57;15,29
2331;original;Base Game;55;58;14,95
2332;original;Base Game;48;61;16,42
2333;original;Base Game;52;44;13,25
2334;original;Base Game;54;60;14,94
2335;original;Base Game;49;58;15,69
2336;original;Base Game;49;44;16,46
2337;original;Base Game;49;63;16,08
2338;original;Base Game;50;72;15,64
2339;original;Base Game;54;43;14,94
2340;original;Base Game;51;60;15,07
2341;original;Base Game;49;55;14,77
2342;original;Base Game;49;60;17,62
2343;original;Base Game;53;46;14,65
2344;original;Base Game;48;58;17,25
2345;original;Base Game;55;60;15,16
2346;original;Base Game;52;47;13,94
2347;original;Base Game;52;59;15,31
2348;original;Base Game;50;56;15
2349;original;Base Game;55;40;14,26
2350;original;Base Game;52;46;15,81
2351;original;Base Game;53;43;14,94
2352;original;Base Game;53;56;16,82
2353;original;Base Game;50;48;17,57
2354;original;Base Game;49;47;14,31
2355;original;Base Game;48;49;17,83
2356;original;Base Game;49;45;15,08
2357;original;Base Game;56;57;15,55
2358;original;Base Game;52;47;15,12
2359;original;Base Game;49;59;15,54
2360;original;Base Game;57;50;14,05
2361;original;Base Game;55;58;13,84
2362;original;Base Game;50;72;15,93
2363;original;Base Game;54;56;16,44
2364;original;Base Game;58;56;15,68
2365;original;Base Game;50;50;13,43
2366;original;Base Game;51;75;16,2
2367;original;Base Game;55;50;14,84
2368;original;Base Game;58;41;13,41
2369;original;Base Game;53;53;15,82
2370;original;Base Game;52;47;15,69
2371;original;Base Game;51;51;15
2372;original;Base Game;54;53;13,94
2373;original;Base Game;54;52;15,56
2374;original;Base Game;53;54;16,59
2375;original;Base Game;51;63;15,47
2376;original;Base Game;52;47;15,31
2377;original;Base Game;53;59;14,53
2378;original;Base Game;49;45;14,92
2379;original;Base Game;50;58;15,14
2380;original;Base Game;51;40;12,53
2381;original;Base Game;50;56;16,14
2382;original;Base Game;45;64;17,22
2383;original;Base Game;60;54;15
2384;original;Base Game;47;76;16,09
2385;original;Base Game;52;61;15,12
2386;original;Base Game;52;44;12,56
2387;original;Base Game;58;46;13,09
2388;original;Base Game;57;41;16,86
2389;original;Base Game;53;47;14,41
2390;original;Base Game;49;50;16,08
2391;original;Base Game;56;52;14,95
2392;original;Base Game;56;49;13,95
2393;original;Base Game;60;41;14,83
2394;original;Base Game;53;33;13,41
2395;original;Base Game;55;39;14,58
2396;original;Base Game;55;51;14,89
2397;original;Base Game;52;60;15,94
2398;original;Base Game;54;53;14,89
2399;original;Base Game;53;49;15,12
2400;original;Base Game;51;61;15,6
2401;original;Base Game;54;55;14,28
2402;original;Base Game;60;52;13,79
2403;original;Base Game;60;53;14,29
2404;original;Base Game;50;54;15,71
2405;original;Base Game;57;39;13,52
2406;original;Base Game;52;54;16,69
2407;original;Base Game;54;58;15,94
2408;original;Base Game;58;47;13,5
2409;original;Base Game;50;65;15,5
2410;original;Base Game;53;51;15,29
2411;original;Base Game;51;57;16,07
2412;original;Base Game;56;44;14,6
2413;original;Base Game;55;58;13,58
2414;original;Base Game;56;56;14,6
2415;original;Base Game;51;61;15,53
2416;original;Base Game;40;66;18,5
2417;original;Base Game;59;37;13,35
2418;original;Base Game;58;60;15,68
2419;original;Base Game;53;46;13,59
2420;original;Base Game;46;63;17,7
2421;original;Base Game;47;37;15,82
2422;original;Base Game;57;58;14,52
2423;original;Base Game;52;53;16,69
2424;original;Base Game;61;49;14,52
2425;original;Base Game;55;43;15,89
2426;original;Base Game;44;57;17
2427;original;Base Game;50;57;15,79
2428;original;Base Game;59;66;14,7
2429;original;Base Game;53;54;17,12
2430;original;Base Game;58;47;14,5
2431;original;Base Game;52;39;15
2432;original;Base Game;51;49;15,4
2433;original;Base Game;54;55;14,61
2434;original;Base Game;51;53;14,4
2435;original;Base Game;56;55;15,25
2436;original;Base Game;54;44;14,06
2437;original;Base Game;55;56;14,47
2438;original;Base Game;50;59;15,5
2439;original;Base Game;54;48;15,33
2440;original;Base Game;58;40;14,55
2441;original;Base Game;48;76;16,75
2442;original;Base Game;52;46;12,56
2443;original;Base Game;52;60;14,69
2444;original;Base Game;48;46;14,92
2445;original;Base Game;52;52;13,94
2446;original;Base Game;53;29;13,53
2447;original;Base Game;55;50;15,74
2448;original;Base Game;56;55;14,5
2449;original;Base Game;57;53;14,48
2450;original;Base Game;46;54;15
2451;original;Base Game;56;38;14,35
2452;original;Base Game;54;43;14,39
2453;original;Base Game;52;49;15,25
2454;original;Base Game;53;42;15,18
2455;original;Base Game;50;64;17,14
2456;original;Base Game;50;52;16,21
2457;original;Base Game;56;51;13,65
2458;original;Base Game;54;38;12,39
2459;original;Base Game;53;48;16
2460;original;Base Game;43;46;16,57
2461;original;Base Game;51;65;14,6
2462;original;Base Game;54;47;14,67
2463;original;Base Game;49;48;17,15
2464;original;Base Game;50;57;14,93
2465;original;Base Game;52;58;14,5
2466;original;Base Game;56;67;15,85
2467;original;Base Game;54;44;14,72
2468;original;Base Game;54;37;14,67
2469;original;Base Game;59;44;14,57
2470;original;Base Game;52;44;15,38
2471;original;Base Game;55;48;13,89
2472;original;Base Game;54;53;14,39
2473;original;Base Game;46;60;17,2
2474;original;Base Game;53;53;12,76
2475;original;Base Game;55;48;14,68
2476;original;Base Game;53;42;14,65
2477;original;Base Game;56;57;12,8
2478;original;Base Game;51;56;15,07
2479;original;Base Game;50;47;12,64
2480;original;Base Game;50;48;15,5
2481;original;Base Game;49;68;14,92
2482;original;Base Game;53;62;15,59
2483;original;Base Game;44;65;16,12
2484;original;Base Game;52;53;15,44
2485;original;Base Game;56;57;15,3
2486;original;Base Game;56;63;15,5
2487;original;Base Game;53;63;15,59
2488;original;Base Game;50;59;15,5
2489;original;Base Game;49;63;15,92
2490;original;Base Game;49;58;15,54
2491;original;Base Game;52;77;16,69
2492;original;Base Game;55;55;15,16
2493;original;Base Game;56;42;13,4
2494;original;Base Game;51;47;14,93
2495;original;Base Game;51;67;15,67
2496;original;Base Game;50;55;14,21
2497;original;Base Game;55;44;14,84
2498;original;Base Game;61;50;13,4
2499;original;Base Game;48;68;14,58
2500;original;Base Game;53;54;14,29
2501;original;Base Game;53;46;16,41
2502;original;Base Game;59;45;14
2503;original;Base Game;53;48;12,71
2504;original;Base Game;53;49;15,35
2505;original;Base Game;52;57;14,5
2506;original;Base Game;48;50;17,75
2507;original;Base Game;48;68;14,92
2508;original;Base Game;51;62;15,8
2509;original;Base Game;55;48;12,84
2510;original;Base Game;55;40;12,79
2511;original;Base Game;55;46;15,42
2512;original;Base Game;54;34;14,56
2513;original;Base Game;50;42;15,14
2514;original;Base Game;47;53;15
2515;original;Base Game;58;46;14,27
2516;original;Base Game;50;67;16,43
2517;original;Base Game;56;57;13,5
2518;original;Base Game;50;61;16,29
2519;original;Base Game;52;56;15
2520;original;Base Game;57;37;13,57
2521;original;Base Game;53;62;16,65
2522;original;Base Game;47;47;14,55
2523;original;Base Game;52;40;15,62
2524;original;Base Game;49;60;17,62
2525;original;Base Game;53;46;14,06
2526;original;Base Game;53;41;15,35
2527;original;Base Game;53;43;11,76
2528;original;Base Game;52;58;15,44
2529;original;Base Game;55;57;14,68
2530;original;Base Game;54;59;15,5
2531;original;Base Game;60;36;13
2532;original;Base Game;51;43;15,87
2533;original;Base Game;48;50;15,92
2534;original;Base Game;57;43;14,81
2535;original;Base Game;57;47;15,14
2536;original;Base Game;58;42;13,86
2537;original;Base Game;50;60;17,71
2538;original;Base Game;55;42;15,37
2539;original;Base Game;53;43;15,53
2540;original;Base Game;50;64;14,79
2541;original;Base Game;50;58;15,14
2542;original;Base Game;54;52;15,39
2543;original;Base Game;53;48;14,65
2544;original;Base Game;56;52;15,15
2545;original;Base Game;55;63;15,84
2546;original;Base Game;49;53;16,38
2547;original;Base Game;54;58;15,83
2548;original;Base Game;56;45;14,85
2549;original;Base Game;49;69;15,54
2550;original;Base Game;49;56;14,54
2551;original;Base Game;51;70;16,73
2552;original;Base Game;55;59;14,89
2553;original;Base Game;57;64;13,81
2554;original;Base Game;46;55;17,7
2555;original;Base Game;53;47;14,88
2556;original;Base Game;51;47;13,27
2557;original;Base Game;52;43;14,62
2558;original;Base Game;56;50;13,65
2559;original;Base Game;53;53;15,18
2560;original;Base Game;54;59;15,33
2561;original;Base Game;54;43;14,72
2562;original;Base Game;52;49;15,31
2563;original;Base Game;57;44;14,48
2564;original;Base Game;53;66;15,47
2565;original;Base Game;52;61;17,25
2566;original;Base Game;53;53;15,12
2567;original;Base Game;53;43;14,76
2568;original;Base Game;57;37;13,14
2569;original;Base Game;56;54;15,85
2570;original;Base Game;53;56;14,18
2571;original;Base Game;50;42;13,29
2572;original;Base Game;52;66;16,25
2573;original;Base Game;51;51;15,53
2574;original;Base Game;52;65;15,75
2575;original;Base Game;55;49;14,74
2576;original;Base Game;47;65;17,09
2577;original;Base Game;54;61;15,22
2578;original;Base Game;54;55;14,83
2579;original;Base Game;54;46;15,78
2580;original;Base Game;55;61;14,42
2581;original;Base Game;60;41;14,21
2582;original;Base Game;56;46;15,5
2583;original;Base Game;56;51;14,9
2584;original;Base Game;53;51;14,53
2585;original;Base Game;54;65;15,56
2586;original;Base Game;53;55;15,65
2587;original;Base Game;51;51;16,07
2588;original;Base Game;56;62;15,35
2589;original;Base Game;54;62;15,28
2590;original;Base Game;48;73;16,75
2591;original;Base Game;49;51;15,85
2592;original;Base Game;47;46;15,73
2593;original;Base Game;56;54;15,5
2594;original;Base Game;50;54;14,86
2595;original;Base Game;58;51;14,73
2596;original;Base Game;52;64;13,56
2597;original;Base Game;52;45;13,44
2598;original;Base Game;48;48;16,42
2599;original;Base Game;50;64;15,93
2600;original;Base Game;52;43;14,56
2601;original;Base Game;49;61;15,62
2602;original;Base Game;55;41;14,63
2603;original;Base Game;49;65;16,31
2604;original;Base Game;55;52;15,63
2605;original;Base Game;52;65;15,62
2606;original;Base Game;49;56;17,08
2607;original;Base Game;61;53;13,96
2608;original;Base Game;53;43;14,65
2609;original;Base Game;58;51;14,09
2610;original;Base Game;54;49;14,39
2611;original;Base Game;48;50;15,33
2612;original;Base Game;55;56;16,84
2613;original;Base Game;55;68;15,58
2614;original;Base Game;52;65;14,31
2615;original;Base Game;58;54;12,73
2616;original;Base Game;54;54;15,83
2617;original;Base Game;56;63;14,55
2618;original;Base Game;54;58;15,83
2619;original;Base Game;51;53;15,13
2620;original;Base Game;54;49;14,72
2621;original;Base Game;51;62;15,87
2622;original;Base Game;58;53;14,09
2623;original;Base Game;53;50;15,82
2624;original;Base Game;54;50;13,39
2625;original;Base Game;53;56;13,76
2626;original;Base Game;59;46;14,13
2627;original;Base Game;47;52;15,73
2628;original;Base Game;54;45;13,89
2629;original;Base Game;54;45;13,89
2630;original;Base Game;48;59;15,5
2631;original;Base Game;52;54;15,88
2632;original;Base Game;57;58;15,62
2633;original;Base Game;51;50;16,73
2634;original;Base Game;51;48;14,47
2635;original;Base Game;54;46;15,11
2636;original;Base Game;50;51;16,43
2637;original;Base Game;45;59;17
2638;original;Base Game;51;40;14,07
2639;original;Base Game;52;61;16
2640;original;Base Game;49;65;16,46
2641;original;Base Game;54;44;13,72
2642;original;Base Game;55;38;14,68
2643;original;Base Game;56;61;14,35
2644;original;Base Game;53;53;16
2645;original;Base Game;56;56;15,8
2646;original;Base Game;50;49;14,93
2647;original;Base Game;54;54;13,61
2648;original;Base Game;51;47;14,8
2649;original;Base Game;52;49;13,94
2650;original;Base Game;49;46;13,23
2651;original;Base Game;51;49;16,33
2652;original;Base Game;51;48;15,8
